Study,Generation,Treatment,Sex,Sugar.Weight,Glucose,Trehalose,Glycogen
Pilot,F0,LSD,male,2.3,7.262552833,14.38548902,11.61688649
Pilot,F0,CD,male,2.31,8.843197994,7.650652955,19.12918192
Pilot,F0,CD,male,2.33,8.036746381,12.35142599,25.20467519
Pilot,F0,CD,male,2.52,7.746423801,12.60784728,26.56730169
Pilot,F0,CD,male,2.58,7.778681865,11.70978835,18.85393771
Pilot,F0,CD,male,2.72,8.327068962,18.83605418,14.80977914
Pilot,F0,CD,male,2.49,9.520617349,13.30183232,23.79020176
Pilot,F0,CD,male,2.87,8.843197994,15.90269823,30.52728704
Pilot,F0,CD,male,2.25,6.746423801,14.37026894,14.13713454
Pilot,F0,HSD,male,2.43,15.58036486,16.86139443,28.93662727
Pilot,F0,HSD,male,2.6,15.34788909,11.86293049,21.98938188
Pilot,F0,HSD,male,2.56,14.91583255,33.18490169,51.0938703
Pilot,F0,HSD,male,2.51,11.81097718,23.37259339,36.46928534
Pilot,F0,HSD,male,2.45,12.06861878,19.68933195,31.50981259
Pilot,F0,HSD,male,2.32,14.67441815,9.009703659,17.82228725
Pilot,F0,HSD,male,2.56,11.54861076,27.98363147,42.70041678
Pilot,F0,HSD,male,2.65,0.004488317,25.05386564,34.37841807
Pilot,F0,NSD,female,3.09,0.004216298,2.124038276,9.584018996
Pilot,F0,NSD,female,2.92,2.508727529,0,3.373625412
Pilot,F0,NSD,female,3.06,0.004216298,0.732325661,7.260489585
Pilot,F0,NSD,female,2.42,0.004216298,0.00396828,2.054607232
Pilot,F0,NSD,female,3.14,0.004216298,0.00396828,0
Pilot,F0,NSD,female,3.22,0.004216298,0.888427076,8.025195467
Pilot,F0,NSD,female,2.41,0.004216298,2.037374235,1.936960173
Pilot,F0,NSD,female,2.66,0.004216298,1.69947001,4.642842526
Pilot,F0,LSD,female,3.6,8.681742943,28.95823964,30.69621685
Pilot,F0,LSD,female,3.48,14.50580919,10.6822315,30.0283037
Pilot,F0,LSD,female,3.73,17.05887108,23.886386,39.57131367
Pilot,F0,LSD,female,3.37,5.245699735,13.05771763,13.48794988
Pilot,F0,LSD,female,3.77,14.17601198,42.27576453,32.03739352
Pilot,F0,LSD,female,3.84,16.88402915,33.5199518,35.9201981
Pilot,F0,LSD,female,3.33,11.72350892,21.97874019,19.9024192
Pilot,F0,LSD,female,2.98,3.519050693,4.651870346,20.017437
Pilot,F0,CD,female,3.59,15.80047677,14.95032159,50.40706756
Pilot,F0,CD,female,3.61,9.666517274,21.96420545,20.9155461
Pilot,F0,CD,female,3.35,9.913369431,19.37980501,39.0401097
Pilot,F0,CD,female,3.7,11.33641798,17.54005304,14.01599749
Pilot,F0,CD,female,3.7,14.99590534,20.50163558,30.51971382
Pilot,F0,CD,female,3.79,14.85270115,27.72853016,28.7646427
Pilot,F0,CD,female,3.51,10.14722644,20.23324219,31.36389911
Pilot,F0,CD,female,3.78,12.11607563,26.21162177,40.66212629
Pilot,F0,HSD,female,3.52,13.20439995,23.27357638,31.19732165
Pilot,F0,HSD,female,3.4,13.00738229,19.63929955,34.25140071
Pilot,F0,HSD,female,3.45,12.64122468,24.48283654,44.17902663
Pilot,F0,HSD,female,3.33,10.00993385,26.87857636,29.14652406
Pilot,F0,HSD,female,3.04,10.22827896,40.6401938,54.40859045
Pilot,F0,HSD,female,3.55,12.43663174,45.51812336,38.21256769
Pilot,F0,HSD,female,3.45,9.787584572,44.96075683,41.26613625
Pilot,F0,HSD,female,3.68,0.004216298,54.99181812,40.79459698
Pilot,F1,NSD,male,2.51,25.55567721,9.103924238,48.77121192
Pilot,F1,NSD,male,2.42,17.6923096,14.86874902,26.45939932
Pilot,F1,NSD,male,2.4,6.076321554,15.72974776,16.89862115
Pilot,F1,NSD,male,2.5,10.00333629,11.31332022,22.88549721
Pilot,F1,NSD,male,2.58,7.68053757,13.01469205,23.81200665
Pilot,F1,NSD,male,2.42,9.254409632,15.63480863,25.13987819
Pilot,F1,NSD,male,2.56,9.725562008,19.79894753,23.16962809
Pilot,F1,NSD,male,2.58,9.889904367,37.43494795,40.98597318
Pilot,F1,LSD,male,2.59,5.628146176,14.46279991,21.7168106
Pilot,F1,LSD,male,2.44,7.354616147,13.75517928,16.47360064
Pilot,F1,LSD,male,2.51,10.32182802,16.3189582,23.94811527
Pilot,F1,LSD,male,2.67,11.24903458,15.84216234,18.8648697
Pilot,F1,LSD,male,2.72,11.02788913,16.25429973,16.0739727
Pilot,F1,LSD,male,2.64,16.73593156,16.5859621,7.822609337
Pilot,F1,LSD,male,2.67,16.34478101,34.38473722,16.5274225
Pilot,F1,LSD,male,2.54,10.63408961,27.93149684,29.52032334
Pilot,F1,CD,male,2.54,6.454876821,11.96489398,54.80002841
Pilot,F1,CD,male,2.61,6.8898691,22.91411572,22.69238735
Pilot,F1,CD,male,2.42,3.75814512,17.60334405,23.3895847
Pilot,F1,CD,male,2.43,8.389051321,3.067371403,5.879976741
Pilot,F1,CD,male,2.66,8.960793408,6.947871959,16.47396386
Pilot,F1,CD,male,2.37,6.705396746,22.4699536,14.80183056
Pilot,F1,CD,male,2.42,7.150005555,10.16776044,13.79346807
Pilot,F1,CD,male,2.42,5.408065106,16.09185953,23.81206746
Pilot,F1,HSD,male,2.62,7.768873068,44.76092051,74.78142196
Pilot,F1,HSD,male,2.62,6.113611818,22.06190979,49.14846007
Pilot,F1,HSD,male,2.61,5.593812859,28.9622821,37.98501673
Pilot,F1,HSD,male,2.51,4.639750069,15.58237242,16.29876193
Pilot,F1,HSD,male,2.27,4.984222817,17.8165378,15.05480252
Pilot,F1,HSD,male,2.53,6.519528001,53.27957254,26.1103927
Pilot,F1,HSD,male,2.56,6.871874702,37.46780377,57.88900197
Pilot,F1,HSD,male,2.58,7.335094643,43.64851124,16.74684718
Pilot,F1,NSD,female,3.8,17.93943796,12.80547547,48.81623313
Pilot,F1,NSD,female,3.91,9.060650082,14.36955674,58.55877647
Pilot,F1,NSD,female,4.05,10.60610463,20.09017054,41.4223702
Pilot,F1,NSD,female,3.43,9.575801597,10.9486758,28.22239106
Pilot,F1,NSD,female,3.43,7.030347051,21.43515569,28.71558845
Pilot,F1,NSD,female,3.39,13.66671069,12.8305789,24.66013141
Pilot,F1,NSD,female,3.68,13.66671069,17.14415978,22.24997732
Pilot,F1,NSD,female,3.93,8.969740991,21.2338906,31.12740437
Pilot,F1,LSD,female,3.43,7.976196766,12.38662816,30.77193265
Pilot,F1,LSD,female,3.4,6.132106403,5.821198131,19.84020533
Pilot,F1,LSD,female,3.55,6.774864177,14.5331763,26.46293723
Pilot,F1,LSD,female,3.4,10.00813149,10.6159597,47.47897711
Pilot,F1,LSD,female,3.28,12.94039608,12.88083455,20.96999361
Pilot,F1,LSD,female,3.94,12.36148283,21.16501165,52.99427052
Pilot,F1,LSD,female,3.74,12.92076369,3.828080753,28.46036072
Pilot,F1,LSD,female,3.79,12.83868403,2.48937284,42.66538421
Pilot,F1,CD,female,3.56,15.20032574,7.411557203,30.24561485
Pilot,F1,CD,female,3.58,9.06870244,31.420181,27.39238525
Pilot,F1,CD,female,3.54,7.582623655,23.41879307,33.44304266
Pilot,F1,CD,female,3.45,7.950025306,18.19767178,26.09027971
Pilot,F1,CD,female,3.89,15.51401307,26.47649022,33.35848734
Pilot,F1,CD,female,3.71,9.854179645,25.83046261,41.05882881
Pilot,F1,CD,female,3.42,7.921315649,34.21278288,23.40556764
Pilot,F1,CD,female,4.02,16.09380241,23.991524,57.31304938
Pilot,F1,HSD,female,3.81,6.497620738,18.11701418,92.46129495
Pilot,F1,HSD,female,3.44,10.45130103,12.86805434,59.73490074
Pilot,F1,HSD,female,3.65,14.9839656,1.741048755,16.5572461
Pilot,F1,HSD,female,3.57,13.55301638,17.43146093,25.55583682
Pilot,F1,HSD,female,3.79,11.47223196,30.6335482,31.75090523
Pilot,F1,HSD,female,3.68,11.96754512,23.33469766,41.59564077
Pilot,F1,HSD,female,3.12,17.33683005,29.2197423,14.26802607
Pilot,F1,HSD,female,3.4,11.64054317,15.16148315,40.55499421
Pilot,F2,NSD,male,2.51,19.93974105,9.555911885,7.600425714
Pilot,F2,NSD,male,2.64,14.16056396,8.017809694,7.911070196
Pilot,F2,NSD,male,2.56,7.20777299,18.72923198,13.81703193
Pilot,F2,NSD,male,2.58,7.955958797,16.73400307,4.377434126
Pilot,F2,NSD,male,2.52,9.071287184,14.63300922,5.783918047
Pilot,F2,NSD,male,2.54,11.7588888,11.2538323,7.32449828
Pilot,F2,NSD,male,2.66,10.80711815,20.51548113,7.65299231
Pilot,F2,NSD,male,2.33,9.194318797,12.93452353,9.089707665
Pilot,F2,LSD,male,2.62,7.219756539,19.30846642,24.70522369
Pilot,F2,LSD,male,2.4,7.249065571,11.93317655,18.15536686
Pilot,F2,LSD,male,2.52,9.912149442,11.43269116,23.71307945
Pilot,F2,LSD,male,2.48,9.969313635,13.69589637,18.02598478
Pilot,F2,LSD,male,2.48,11.04763267,9.204982376,18.40155805
Pilot,F2,LSD,male,2.59,13.38203299,13.80176481,17.89140115
Pilot,F2,LSD,male,2.58,12.26499073,20.02550399,16.08536416
Pilot,F2,LSD,male,2.39,14.33156622,21.12802387,25.28247554
Pilot,F2,CD,male,2.63,7.122626365,9.256780986,30.72784699
Pilot,F2,CD,male,2.73,10.31715729,12.19297011,27.36422826
Pilot,F2,CD,male,2.65,11.829668,13.7069855,23.20860046
Pilot,F2,CD,male,2.63,13.38662783,14.89050259,22.36303235
Pilot,F2,CD,male,2.48,8.351631098,15.75245071,35.73567678
Pilot,F2,CD,male,2.3,8.227636563,18.13574363,13.30633387
Pilot,F2,CD,male,2.58,11.01216847,15.66312059,27.81893306
Pilot,F2,CD,male,2.54,10.66490763,25.17048475,23.81715595
Pilot,F2,HSD,male,2.59,7.105161053,4.682762978,16.77389878
Pilot,F2,HSD,male,2.43,8.495084928,12.83366941,22.05275058
Pilot,F2,HSD,male,2.55,8.894733768,5.553869664,10.54985343
Pilot,F2,HSD,male,2.62,8.288751984,9.670400647,10.52496442
Pilot,F2,HSD,male,2.43,7.471807786,17.74283695,8.470495709
Pilot,F2,HSD,male,2.7,7.756430631,8.540910956,9.485435813
Pilot,F2,HSD,male,2.54,10.28612637,8.936406399,10.85106689
Pilot,F2,HSD,male,2.55,8.331408557,7.784881916,13.49080078
Pilot,F2,NSD,female,3.62,6.923692028,13.50464819,32.28819197
Pilot,F2,NSD,female,3.89,13.77016213,21.46402462,43.46707655
Pilot,F2,NSD,female,3.67,13.60528779,25.09025617,28.28579995
Pilot,F2,NSD,female,3.42,11.23703488,16.58774547,7.356707691
Pilot,F2,NSD,female,3.2,19.47740495,38.22137743,44.10053555
Pilot,F2,NSD,female,3.63,18.35131994,150.3222716,30.45639538
Pilot,F2,NSD,female,3.61,18.93453609,30.06196615,38.41084788
Pilot,F2,NSD,female,3.45,17.94770128,31.30098996,44.69687675
Pilot,F2,LSD,female,3.36,10.37217823,4.630682652,20.59850835
Pilot,F2,LSD,female,3.41,12.5110871,24.14247216,24.37954175
Pilot,F2,LSD,female,3.6,11.75465061,13.77470472,9.774439254
Pilot,F2,LSD,female,3.64,14.98815388,21.12885547,21.49021021
Pilot,F2,LSD,female,3.66,16.1588558,27.60996658,24.83144007
Pilot,F2,LSD,female,3.41,17.18805249,18.72540675,15.70139616
Pilot,F2,LSD,female,3.75,17.63838196,20.06777986,12.02781836
Pilot,F2,LSD,female,3.33,17.62714694,26.61383063,9.428676087
Pilot,F2,CD,female,3.48,12.14600827,20.8706281,70.48869272
Pilot,F2,CD,female,3.25,10.04485445,10.64122576,16.18325305
Pilot,F2,CD,female,3.82,13.77895053,24.29853581,44.56456393
Pilot,F2,CD,female,3.23,12.97103279,22.85532574,27.44457265
Pilot,F2,CD,female,3.34,13.1371832,16.08601367,16.71209257
Pilot,F2,CD,female,3.86,18.30798217,41.98473306,52.05315152
Pilot,F2,CD,female,3.14,12.28261984,17.30173762,12.84395137
Pilot,F2,CD,female,3.34,12.70079711,18.1864283,26.1332386
Pilot,F2,HSD,female,3.59,10.22275768,14.51421126,34.46205315
Pilot,F2,HSD,female,3.75,10.60192871,14.39656471,25.48406867
Pilot,F2,HSD,female,3.48,11.25659946,7.605423964,30.8671776
Pilot,F2,HSD,female,3.44,10.24295969,24.40946298,15.84427892
Pilot,F2,HSD,female,3.84,5.720426993,13.32500613,8.951585668
Pilot,F2,HSD,female,3.73,10.32254927,21.69878531,18.73403502
Pilot,F2,HSD,female,3.88,15.00056038,37.78815248,33.34352381
Pilot,F2,HSD,female,3.76,11.87057246,24.43363433,29.92766882
Pilot,F3,NSD,male,2.59,6.958602046,13.76375072,22.51606458
Pilot,F3,NSD,male,2.71,7.439739044,13.67134081,16.78818682
Pilot,F3,NSD,male,2.29,4.426568119,11.70547615,13.91147806
Pilot,F3,NSD,male,2.52,7.567273337,17.75645486,13.91784767
Pilot,F3,NSD,male,2.32,6.353615934,18.82129605,10.90341219
Pilot,F3,NSD,male,2.32,7.601202113,21.05472335,6.612430771
Pilot,F3,NSD,male,2.47,7.941027122,17.0365464,10.28753345
Pilot,F3,NSD,male,2.59,8.550974031,16.81318073,12.97412168
Pilot,F3,LSD,male,2.55,4.17353041,7.712747198,12.46675518
Pilot,F3,LSD,male,2.41,7.409764603,7.412787712,16.11556592
Pilot,F3,LSD,male,2.23,5.237717184,62.11218548,20.14052243
Pilot,F3,LSD,male,2.42,7.326112345,12.44873199,12.99678051
Pilot,F3,LSD,male,2.35,7.352562345,10.989603,8.031580334
Pilot,F3,LSD,male,2.47,7.383273958,15.13227006,12.42698699
Pilot,F3,LSD,male,2.43,6.538303635,58.04511271,6.656272171
Pilot,F3,LSD,male,2.5,6.073725571,6.814054877,6.762621607
Pilot,F3,CD,male,2.59,7.507670171,4.6923916,26.05305
Pilot,F3,CD,male,2.48,9.510303567,5.295282316,18.06385643
Pilot,F3,CD,male,2.54,7.615134227,40.21423667,27.19475592
Pilot,F3,CD,male,2.58,7.098896796,11.29366086,13.00543406
Pilot,F3,CD,male,2.51,8.922136547,4.896520132,15.48510212
Pilot,F3,CD,male,2.59,8.13799467,8.367178078,17.70802609
Pilot,F3,CD,male,2.36,4.69E-05,15.19615052,23.95056809
Pilot,F3,CD,male,2.52,3.844772924,21.34844236,2.601757742
Pilot,F3,HSD,male,2.6,9.744086462,16.1806949,15.3241647
Pilot,F3,HSD,male,2.74,9.789277534,42.90035632,14.07177691
Pilot,F3,HSD,male,2.35,9.111070645,36.95919887,11.57530415
Pilot,F3,HSD,male,2.48,7.981775083,31.52208628,16.02934469
Pilot,F3,HSD,male,2.58,12.46866153,19.10788301,6.996383062
Pilot,F3,HSD,male,2.61,10.54075337,15.4576095,7.41758865
Pilot,F3,HSD,male,2.61,14.21990926,28.23029704,13.2007024
Pilot,F3,HSD,male,2.56,8.816784668,23.99365131,9.671168262
Pilot,F3,NSD,female,3.61,7.457766697,37.51060327,27.0222333
Pilot,F3,NSD,female,3.37,4.862931026,5.775351692,8.377068974
Pilot,F3,NSD,female,3.92,14.85201771,32.61907168,44.10798229
Pilot,F3,NSD,female,3.83,15.69293589,36.65074956,52.58706411
Pilot,F3,NSD,female,3.79,11.62989893,25.13280819,25.73010107
Pilot,F3,NSD,female,3.35,13.25272424,24.09108861,21.06727576
Pilot,F3,NSD,female,3.57,11.20684192,26.83893431,36.03315808
Pilot,F3,NSD,female,3.64,7.790572988,29.50192312,56.32942701
Pilot,F3,LSD,female,3.54,6.000044021,20.27098779,33.12257754
Pilot,F3,LSD,female,4.07,12.42428645,25.17219792,34.93900177
Pilot,F3,LSD,female,3.27,7.545498567,29.4362421,15.80887622
Pilot,F3,LSD,female,3.55,12.45458948,37.27803573,32.22850032
Pilot,F3,LSD,female,3.71,7.303074324,18.68445161,16.35901839
Pilot,F3,LSD,female,3.68,11.93943796,30.04617184,50.84320889
Pilot,F3,LSD,female,3.47,9.697013718,19.58382724,26.45235069
Pilot,F3,LSD,female,3.72,15.12125614,30.45924464,31.75982067
Pilot,F3,CD,female,3.81,8.616995117,20.09585273,64.60822457
Pilot,F3,CD,female,3.83,9.326393021,18.49989183,31.54508444
Pilot,F3,CD,female,3.87,12.73272338,20.46697883,32.11203443
Pilot,F3,CD,female,3.7,13.71853868,15.12361356,22.11108283
Pilot,F3,CD,female,4.08,15.6011073,21.33317135,27.80342179
Pilot,F3,CD,female,3.81,9.728366974,16.12987725,21.90013699
Pilot,F3,CD,female,3.82,15.1080954,20.06860883,18.77316664
Pilot,F3,CD,female,3.63,14.71256561,25.85127003,10.69175755
Pilot,F3,HSD,female,3.87,4.734304324,6.450038498,12.9412737
Pilot,F3,HSD,female,3.29,6.542632506,17.27805017,15.36303484
Pilot,F3,HSD,female,4.03,10.60103432,13.15388976,0
Pilot,F3,HSD,female,3.97,12.01460857,25.43370941,56.4791716
Pilot,F3,HSD,female,3.46,7.308071294,7.834373242,11.9544617
Pilot,F3,HSD,female,3.5,8.568527961,15.28241548,28.05907937
Pilot,F3,HSD,female,3.61,9.53066887,17.42154709,24.00244016
Pilot,F3,HSD,female,3.95,12.91832038,19.13535745,47.23196791
Pilot,F4,NSD,male,2.42,4.879576476,31.65719908,18.30809409
Pilot,F4,NSD,male,2.4,5.717456994,29.06320378,21.2339375
Pilot,F4,NSD,male,2.64,8.037833826,37.09830536,25.70199782
Pilot,F4,NSD,male,2.5,7.424309627,44.39274695,30.19913221
Pilot,F4,NSD,male,2.44,7.319033478,37.00979281,27.10663142
Pilot,F4,NSD,male,2.32,4.54081137,36.29732897,20.13736831
Pilot,F4,NSD,male,2.35,7.839915149,30.38963544,25.67083937
Pilot,F4,NSD,male,2.47,9.078348283,45.97720957,22.23666736
Pilot,F4,NSD,male,2.53,6.086311023,4.20630583,23.03044079
Pilot,F4,NSD,male,2.44,6.768856811,NA,15.50061624
Pilot,F4,NSD,male,2.5,7.035946066,NA,8.75992547
Pilot,F4,NSD,male,2.58,8.321192907,NA,29.31175001
Pilot,F4,LSD,male,2.46,3.037864932,NA,27.18891925
Pilot,F4,LSD,male,2.59,8.128802803,30.42127195,26.17735065
Pilot,F4,LSD,male,2.42,5.272632591,30.43152241,26.04947766
Pilot,F4,LSD,male,2.5,6.377293182,35.73796474,27.29306207
Pilot,F4,LSD,male,2.38,5.257868933,32.83755931,22.85233975
Pilot,F4,LSD,male,2.5,6.062131749,31.75708293,26.63483716
Pilot,F4,LSD,male,2.55,9.621882188,31.09546013,31.01659892
Pilot,F4,LSD,male,2.52,7.321811617,33.30566229,27.13755832
Pilot,F4,LSD,male,2.29,4.722278083,NA,15.8083059
Pilot,F4,LSD,male,2.57,7.540811774,NA,21.00561444
Pilot,F4,LSD,male,2.55,8.206401746,NA,25.48161822
Pilot,F4,LSD,male,2.46,7.114523505,NA,12.46819872
Pilot,F4,CD,male,2.57,9.286822898,18.30330078,17.50709249
Pilot,F4,CD,male,2.66,8.940993355,20.09202313,24.35348505
Pilot,F4,CD,male,2.7,8.559275869,19.03871248,27.6195873
Pilot,F4,CD,male,2.6,6.228906731,26.70090572,24.00745911
Pilot,F4,CD,male,2.52,14.5689361,16.85581456,10.20659105
Pilot,F4,CD,male,2.45,7.249366321,23.22138907,27.26136568
Pilot,F4,CD,male,2.64,7.531859093,26.04658711,15.28490208
Pilot,F4,CD,male,2.56,7.652506437,25.49520344,26.88152977
Pilot,F4,CD,male,2.57,6.053013388,NA,5.300880172
Pilot,F4,CD,male,2.49,7.406266403,NA,12.86537461
Pilot,F4,CD,male,2.6,8.332994295,NA,18.71226602
Pilot,F4,CD,male,2.63,9.10127082,NA,15.16105876
Pilot,F4,HSD,male,2.57,4.433217248,36.42890181,39.49270868
Pilot,F4,HSD,male,2.54,5.547739157,28.10748335,26.08189047
Pilot,F4,HSD,male,2.54,7.960998528,33.10801708,35.33529777
Pilot,F4,HSD,male,2.54,6.488660794,36.78725137,30.25207995
Pilot,F4,HSD,male,2.69,9.214665855,33.819867,37.19274155
Pilot,F4,HSD,male,2.56,7.508175113,39.45739222,19.23256563
Pilot,F4,HSD,male,2.56,6.951751219,33.01381612,18.23343397
Pilot,F4,HSD,male,2.55,8.089540332,74.25533735,27.243793
Pilot,F4,HSD,male,2.53,7.309928192,NA,22.43081255
Pilot,F4,HSD,male,2.63,8.422057626,NA,24.42979423
Pilot,F4,HSD,male,2.41,8.644605685,NA,20.50354246
Pilot,F4,HSD,male,2.49,8.732607177,NA,22.48961505
Pilot,F4,NSD,female,3.68,13.93943796,35.71578455,53.07751119
Pilot,F4,NSD,female,3.03,12.1818622,34.30094651,34.56390051
Pilot,F4,NSD,female,3.43,15.48489251,29.20481276,29.43036173
Pilot,F4,NSD,female,3.6,18.09095311,48.70220043,63.87514858
Pilot,F4,NSD,female,3.59,18.21216523,40.44305727,23.00817375
Pilot,F4,NSD,female,3.64,16.12125614,48.29258705,16.79399809
Pilot,F4,NSD,female,3.79,15.8788319,37.46604578,12.08726979
Pilot,F4,NSD,female,3.56,16.15155917,35.33124954,2.255220488
Pilot,F4,NSD,female,3.94,13.09095311,NA,38.46836892
Pilot,F4,NSD,female,3.09,10.36368038,NA,22.8905569
Pilot,F4,NSD,female,3.42,14.72731675,NA,44.76420868
Pilot,F4,NSD,female,3.35,9.151559173,NA,19.28911879
Pilot,F4,LSD,female,3.36,11.45458948,35.20063303,30.375919
Pilot,F4,LSD,female,3.48,12.8788319,43.5350113,40.443202
Pilot,F4,LSD,female,3.95,18.63640766,44.43260795,34.44833811
Pilot,F4,LSD,female,3.24,12.78792281,31.07419625,31.85614499
Pilot,F4,LSD,female,3.7,16.93943796,33.09509489,22.34869763
Pilot,F4,LSD,female,3.56,12.36368038,54.94671454,22.48377724
Pilot,F4,LSD,female,3.1,9.606104627,399.5318765,12.97016656
Pilot,F4,LSD,female,3.55,14.24246826,49.86103011,50.63888767
Pilot,F4,LSD,female,3.43,10.06065008,NA,36.41392619
Pilot,F4,LSD,female,3.7,13.1818622,NA,23.4961039
Pilot,F4,LSD,female,3.54,16.81822584,NA,37.85974026
Pilot,F4,LSD,female,3.38,12.24246826,NA,17.58804021
Pilot,F4,CD,female,3.68,9.242468264,42.34378873,55.53719275
Pilot,F4,CD,female,3.96,14.48489251,31.99791621,42.36256512
Pilot,F4,CD,female,3.79,15.5758016,34.35528298,52.89877467
Pilot,F4,CD,female,3.8,14.81822584,21.63010012,9.385163991
Pilot,F4,CD,female,3.17,8.484892506,15.30826104,15.75239563
Pilot,F4,CD,female,3.8,11.39398342,39.88192875,66.7077115
Pilot,F4,CD,female,3.52,10.90913493,23.29781171,24.6162888
Pilot,F4,CD,female,3.74,17.1818622,32.68025686,28.8181378
Pilot,F4,CD,female,3.93,13.33337735,NA,8.836114171
Pilot,F4,CD,female,3.84,16.63640766,NA,30.99071099
Pilot,F4,CD,female,3.48,11.75761978,NA,29.86949887
Pilot,F4,CD,female,4.03,18.72731675,NA,51.06929342
Pilot,F4,HSD,female,3.57,9.030347051,51.90073752,50.6645682
Pilot,F4,HSD,female,3.92,8.969740991,36.54755048,42.3183946
Pilot,F4,HSD,female,3.74,16.78792281,43.62592039,51.99173821
Pilot,F4,HSD,female,3.83,14.36368038,50.67085247,60.72106538
Pilot,F4,HSD,female,3.56,12.36368038,39.53292143,26.82276029
Pilot,F4,HSD,female,3.99,18.09095311,45.80564871,49.02769096
Pilot,F4,HSD,female,3.62,20.93943796,55.95716386,61.90801967
Pilot,F4,HSD,female,3.92,16.60610463,41.25601443,31.12270893
Pilot,F4,HSD,female,3.77,13.15155917,NA,20.6789493
Pilot,F4,HSD,female,3.38,12.78792281,NA,35.68665346
Pilot,F4,HSD,female,3.33,13.21216523,NA,32.9912246
Pilot,F4,HSD,female,3.54,13.42428645,NA,19.96554406
Pilot,F5,NSD,male,2.49,4.431546189,7.626455839,35.21554535
Pilot,F5,NSD,male,2.63,6.020618856,13.60302483,29.70511356
Pilot,F5,NSD,male,2.64,5.779872067,12.54372772,25.72464119
Pilot,F5,NSD,male,2.67,4.781027993,12.48297538,15.75370827
Pilot,F5,NSD,male,2.52,3.45347283,6.49295338,9.576142537
Pilot,F5,NSD,male,2.62,5.822404074,13.5980391,26.01246706
Pilot,F5,NSD,male,2.56,5.163079796,16.53973014,29.96390222
Pilot,F5,NSD,male,2.57,3.9982996,13.9944848,11.49636891
Pilot,F5,NSD,male,2.63,7.984743843,12.34412893,15.52880594
Pilot,F5,NSD,male,2.77,5.980403049,12.43635212,15.42345738
Pilot,F5,NSD,male,2.76,6.376772769,10.26577626,5.695851302
Pilot,F5,NSD,male,2.68,6.831661612,14.22886952,36.96746684
Pilot,F5,LSD,male,2.71,5.700717933,7.66258524,19.19141466
Pilot,F5,LSD,male,2.62,5.733625333,10.07910969,14.36651409
Pilot,F5,LSD,male,2.44,5.913415838,13.21428108,22.80691876
Pilot,F5,LSD,male,2.65,2.323934756,18.04743345,20.8909788
Pilot,F5,LSD,male,2.58,7.671788161,14.43839518,30.81131011
Pilot,F5,LSD,male,2.59,4.889377059,10.84451208,11.17863192
Pilot,F5,LSD,male,2.55,5.712984112,23.84697645,21.90247508
Pilot,F5,LSD,male,2.62,7.348449426,16.21623891,19.54935642
Pilot,F5,LSD,male,2.61,7.25095023,12.25547845,20.87981984
Pilot,F5,LSD,male,2.58,6.219205195,13.86104097,11.56902299
Pilot,F5,LSD,male,2.43,7.531941825,15.12461365,9.845094416
Pilot,F5,LSD,male,2.5,6.979543297,15.92050042,22.67900481
Pilot,F5,CD,male,2.51,5.950925807,9.776513442,27.4494833
Pilot,F5,CD,male,2.5,4.925161609,8.907852917,15.50154196
Pilot,F5,CD,male,2.64,7.301683035,12.88955934,21.74051535
Pilot,F5,CD,male,2.47,6.02627593,14.14553779,23.55104512
Pilot,F5,CD,male,2.41,7.151884942,14.3782084,33.5268675
Pilot,F5,CD,male,2.57,10.93819406,7.81923529,13.29044492
Pilot,F5,CD,male,2.38,5.791317899,13.94356781,27.18927006
Pilot,F5,CD,male,2.51,4.153331694,12.17014893,15.72018774
Pilot,F5,CD,male,2.53,8.128940857,15.9731357,22.21598304
Pilot,F5,CD,male,2.51,6.991649896,14.00877792,11.25069073
Pilot,F5,CD,male,2.51,9.790936151,17.88758094,26.17402533
Pilot,F5,CD,male,2.54,11.26275588,13.98573477,22.88362861
Pilot,F5,HSD,male,2.47,6.639735317,23.1370825,22.48118195
Pilot,F5,HSD,male,2.43,6.766602781,10.9580585,24.62433718
Pilot,F5,HSD,male,2.39,7.827938594,15.35680923,20.33185116
Pilot,F5,HSD,male,2.61,8.173761486,17.35991514,27.46038493
Pilot,F5,HSD,male,2.49,7.841418399,16.41064616,34.1990636
Pilot,F5,HSD,male,2.51,7.552248922,18.82975821,23.04683157
Pilot,F5,HSD,male,2.55,6.483721231,16.23884668,27.35399413
Pilot,F5,HSD,male,2.46,7.131733201,14.75554927,23.23030449
Pilot,F5,HSD,male,2.48,7.20547206,16.68289592,43.00127836
Pilot,F5,HSD,male,2.48,7.496795065,20.21101876,27.87102249
Pilot,F5,HSD,male,2.59,10.21439582,22.93395591,18.95949622
Pilot,F5,HSD,male,2.38,16.89296009,11.75022845,28.25564318
Pilot,F5,NSD,female,3.9,6.067669772,12.74387594,51.3172313
Pilot,F5,NSD,female,3.93,12.74271258,17.54165702,71.00709811
Pilot,F5,NSD,female,3.84,12.20717437,19.54407992,66.86344524
Pilot,F5,NSD,female,3.79,8.578309698,13.42995797,32.46542346
Pilot,F5,NSD,female,3.58,6.282267886,18.07021978,30.1173844
Pilot,F5,NSD,female,3.75,7.969542819,15.12818535,30.12097783
Pilot,F5,NSD,female,3.78,11.93821056,19.7283962,49.0221807
Pilot,F5,NSD,female,3.99,11.4269984,14.37352546,32.78018224
