Generation,Treatment,Sex,SampleNo,Sugar.Weight,Glucose,Trehalose,Glycogen,Fat.Weight,TAG,Fit.Weight,Fitness
F1,HSD,male,6,2.57,5.793951798,7.572219011,7.439473351,2.49,32.97499914,NA,NA
F1,HSD,male,7,2.5,6.61580712,16.36302789,8.367598127,2.51,47.04064088,NA,NA
F1,HSD,male,8,2.38,8.109430685,11.01312049,6.026069861,2.43,44.2619717,NA,NA
F1,HSD,male,9,2.42,8.572029962,6.491098192,5.189337718,2.38,26.99205527,NA,NA
F1,HSD,male,10,2.56,8.302737609,7.818900209,7.731556087,2.51,34.23554688,NA,NA
F1,HSD,male,11,2.5,9.018865819,12.42730129,7.97003752,2.45,35.75041629,NA,NA
F1,HSD,male,12,2.56,6.254916948,9.142321053,12.65035084,2.57,38.32991837,NA,NA
F1,HSD,male,13,2.51,9.210333174,18.72994443,15.624078,2.71,27.77847728,NA,NA
F1,HSD,male,14,2.61,7.735408629,13.08420406,30.05011202,2.62,18.51229007,NA,NA
F1,HSD,male,15,2.48,10.75959957,18.31097993,21.45872057,2.62,46.46341903,NA,NA
F1,HSD,male,16,2.47,5.504953833,6.227072772,20.33076653,2.56,27.80221917,NA,NA
F1,HSD,male,17,2.52,7.904258364,7.969653095,13.69270312,2.57,27.38311647,NA,NA
F1,HSD,male,18,2.63,9.405020343,7.485901458,28.00792238,2.69,41.4774269,NA,NA
F1,HSD,male,19,2.53,10.04101043,21.92842869,28.63798963,2.64,46.29928327,NA,NA
F1,HSD,male,20,2.49,7.009450889,12.44286701,14.87268655,2.72,59.15083667,NA,NA
F1,HSD,male,21,2.51,8.606974724,13.59101417,16.04719622,2.6,23.30141836,NA,NA
F1,HSD,male,22,2.5,8.911118738,14.67589422,24.29300438,2.9,29.84067644,NA,NA
F1,HSD,male,23,2.55,7.594431836,10.05915943,19.98321262,2.7,39.72495489,NA,NA
F1,HSD,male,24,2.5,9.113773025,9.655939556,26.55368513,2.62,31.5453386,NA,NA
F1,HSD,male,25,2.5,7.508349553,9.667952987,14.23947845,2.68,44.95001542,NA,NA
F1,HSD,male,26,2.46,11.87657499,8.893361462,25.32907128,2.62,51.55878253,NA,NA
F1,HSD,male,27,2.36,3.898043936,7.505358721,16.17530543,2.7,31.82583104,NA,NA
F1,HSD,male,28,2.36,5.713906272,7.096039519,12.42221391,2.66,56.02009532,NA,NA
F1,HSD,male,29,2.46,7.729161157,7.763881974,23.4799958,2.72,40.65954493,NA,NA
F1,HSD,male,30,2.53,7.132318911,11.75049042,21.29007501,2.6,25.43828137,NA,NA
F1,HSD,male,31,2.46,7.384663846,8.56504749,18.55889061,2.64,49.30089252,NA,NA
F1,HSD,male,32,2.46,7.004221053,7.794689293,15.03791804,2.65,44.15091904,NA,NA
F1,HSD,male,33,2.5,7.791296693,6.273871587,20.4783181,2.69,49.9459514,NA,NA
F1,HSD,female,1,3.61,9.875540048,12.00523395,13.45116406,3.74,34.90363036,1.13,116
F1,HSD,female,2,3.64,14.02803505,19.14368933,27.81279562,3.69,49.83586367,1.27,186
F1,HSD,female,3,3.73,12.32327859,19.38722915,39.12819506,3.75,88.02706658,1.11,158
F1,HSD,female,4,3.53,10.45627686,10.16015456,12.22608591,3.61,61.86711917,1.25,148
F1,HSD,female,5,3.65,9.67906705,20.86832903,22.6536883,3.63,65.23673882,1.14,128
F1,HSD,female,6,3.53,13.37145658,22.10853808,27.37459415,3.67,62.59646454,1.05,140
F1,HSD,female,7,3.91,14.54170877,18.27070075,24.11961422,3.29,24.81946351,1.22,174
F1,HSD,female,8,3.5,11.06093847,11.82300572,27.29567886,3.53,65.91855229,1.14,67
F1,HSD,female,9,3.74,15.64822241,12.38398284,20.27985355,3.58,98.43712458,1.23,94
F1,HSD,female,10,3.36,10.42499392,15.29748172,11.93535216,3.56,53.61171622,1.15,193
F1,HSD,female,11,3.57,9.314456045,10.16171217,16.78665696,3.35,17.8614814,1.17,126
F1,HSD,female,12,3.38,15.55573292,21.03853112,21.75946529,3.47,10.3399236,1.2,160
F1,HSD,female,13,3.66,6.696537026,19.01325821,32.44577019,3.72,93.27246741,1.35,74
F1,HSD,female,14,3.69,13.43130949,17.38970568,40.11797898,3.69,57.52267465,1.15,103
F1,HSD,female,15,3.49,9.62073954,14.72176734,24.75849094,3.82,53.89659617,1.37,157
F1,HSD,female,16,3.35,8.519151357,16.17826456,31.15556464,3.41,43.52221985,1.27,162
F1,HSD,female,17,3.58,10.43795377,18.22228289,27.16903679,3.72,62.8838401,1.01,0
F1,HSD,female,18,3.52,13.65108646,19.2813895,39.05551148,3.73,54.43520673,1.21,118
F1,HSD,female,19,3.56,11.60415754,10.5951447,25.88691175,3.61,67.31656619,1.2,219
F1,HSD,female,20,3.56,12.07466202,14.64841881,32.21211487,3.33,77.90448694,0.9,25
F1,HSD,female,21,3.65,13.00714336,20.36496229,36.4064676,3.75,46.50013898,1.15,122
F1,HSD,female,22,3.61,9.870643841,16.77292639,36.22348087,3.51,42.60182595,1.14,48
F1,HSD,female,23,3.68,11.4722474,7.309294027,33.55056793,3.52,43.77517923,1.09,21
F1,HSD,female,24,3.41,12.02890558,20.14576746,32.47636962,3.72,66.01621829,1.22,66
F1,HSD,female,25,3.67,10.12502846,13.99408234,45.44581069,3.7,48.47278312,1.25,60
F1,HSD,female,26,3.76,8.928632361,9.57860704,40.78515962,3.55,70.60480227,0.91,26
F1,HSD,female,27,3.49,9.331486926,10.30406128,33.36998657,3.89,116.9739598,1.16,79
F1,HSD,female,28,3.58,12.18101599,5.184452223,32.54057993,3.31,48.05933741,1.23,124
F1,HSD,female,29,3.48,6.976534275,5.127750705,17.93378401,3.59,79.3193577,1.19,59
F1,HSD,female,30,3.63,10.1573549,10.83016489,36.68521626,3.68,32.86263361,0.65,86
F1,HSD,female,31,3.36,10.74535661,12.05345653,26.81784677,3.78,40.57151622,NA,NA
F1,HSD,female,32,3.67,14.02291185,17.93300729,43.55963485,3.55,53.58398897,NA,NA
F1,HSD,female,33,3.49,6.434876613,7.181950605,20.42119087,3.78,94.75276137,NA,NA
F1,CD,male,1,2.64,7.245811313,6.138534642,18.59321313,2.51,24.91613556,NA,NA
F1,CD,male,2,2.66,8.030113643,5.517215542,11.90292791,2.7,40.93685295,NA,NA
F1,CD,male,3,2.5,7.040234887,6.890627267,14.94144552,2.67,21.50476958,NA,NA
F1,CD,male,4,2.25,6.337057631,11.77138549,14.71368404,2.53,23.69062903,NA,NA
F1,CD,male,5,2.56,7.991514008,8.595506712,18.05876401,2.42,17.11855523,NA,NA
F1,CD,male,6,2.63,10.16539468,16.86259969,21.13393265,2.84,29.96732727,NA,NA
F1,CD,male,7,2.47,8.772150331,7.762826924,18.09456374,2.52,26.05106519,NA,NA
F1,CD,male,8,2.52,7.825972828,8.777694611,12.28046139,2.75,27.61422505,NA,NA
F1,CD,male,9,2.46,9.826081551,11.82049829,14.42138008,2.58,29.58350338,NA,NA
F1,CD,male,10,2.48,8.268700403,6.432471477,9.60197117,2.58,38.15501213,NA,NA
F1,CD,male,11,2.57,10.17302867,7.028616979,23.25742402,2.71,45.71932689,NA,NA
F1,CD,male,12,2.54,9.253940344,17.90962585,21.56047053,2.77,52.40425672,NA,NA
F1,CD,male,13,2.67,7.292863904,6.654083488,20.0148104,2.72,39.79011553,NA,NA
F1,CD,male,14,2.69,7.178871507,15.4191474,25.67745696,2.76,35.76039227,NA,NA
F1,CD,male,15,2.49,8.761311863,6.135841225,15.91058752,2.5,46.2698664,NA,NA
F1,CD,male,16,2.55,6.290444833,19.25831769,26.76754384,2.53,42.41098774,NA,NA
F1,CD,male,17,2.68,9.645441015,15.76204445,25.51415269,2.65,64.33843818,NA,NA
F1,CD,male,18,2.62,8.762026689,9.832265994,14.59405678,2.67,60.9705274,NA,NA
F1,CD,male,19,2.48,7.54444644,11.23824103,12.67514015,2.62,30.24059885,NA,NA
F1,CD,male,20,2.63,8.97938578,9.533360901,19.22844521,2.75,33.37063962,NA,NA
F1,CD,male,21,2.55,7.915514123,16.89478488,16.79974943,2.82,49.17745684,NA,NA
F1,CD,male,22,2.51,7.566934899,18.1055178,16.35261485,2.44,28.80796812,NA,NA
F1,CD,male,23,2.57,8.056675098,7.796914044,22.99750335,2.8,63.10505355,NA,NA
F1,CD,male,24,2.51,10.98139944,13.82966058,24.23131021,2.55,71.3547948,NA,NA
F1,CD,male,25,2.44,8.036506209,5.929494305,23.25253626,2.58,57.90895205,NA,NA
F1,CD,male,26,2.65,5.137531364,2.161032208,23.41033029,2.82,53.54575308,NA,NA
F1,CD,male,27,2.49,9.493150841,3.302579854,17.538186,2.56,69.43687683,NA,NA
F1,CD,male,28,2.64,7.473607696,7.248748935,16.4716172,2.6,61.3123414,NA,NA
F1,CD,male,29,2.62,7.815208217,10.2758248,17.11614654,2.81,57.31138228,NA,NA
F1,CD,male,30,2.64,7.566852933,6.523885424,20.57270761,2.64,65.83586178,NA,NA
F1,CD,male,31,2.49,8.309447279,8.560296876,20.84968162,2.49,49.42994808,NA,NA
F1,CD,male,32,2.61,8.799873064,14.38080865,23.35033238,2.8,71.06161674,NA,NA
F1,CD,male,33,2.64,8.447798388,7.065103345,24.22060324,2.63,79.9990821,NA,NA
F1,CD,female,1,3.57,11.37402149,13.73129367,13.46524889,3.88,46.40209887,1.08,5
F1,CD,female,2,3.63,13.85009002,16.31854059,24.81766262,3.46,27.39238689,1.31,84
F1,CD,female,3,3.7,13.91248557,17.46972473,20.20506339,3.44,32.89362394,1.23,169
F1,CD,female,4,3.46,10.94272547,15.29153213,11.36350153,3.78,51.05769163,1.26,176
F1,CD,female,5,3.49,10.89742219,13.44572415,11.95597977,3.33,55.45490027,1.4,145
F1,CD,female,6,3.47,11.60471351,15.90436137,24.70998154,3.54,64.64968111,1.04,30
F1,CD,female,7,3.54,14.67007786,11.94200529,13.82813499,3.73,74.60071099,1.07,14
F1,CD,female,8,3.69,10.30537433,10.57153472,8.890930886,3.72,82.34514035,0.93,1
F1,CD,female,9,3.27,10.5081788,12.23213937,11.84737323,3.72,103.2872741,1.34,129
F1,CD,female,10,3.37,11.46860535,25.6854253,21.99967302,3.52,84.60355717,1.37,115
F1,CD,female,11,3.5,12.22229887,14.31116665,10.86012251,3.48,70.13227416,1.19,71
F1,CD,female,12,3.6,6.979180548,6.617984057,11.4568124,3.86,104.6554669,1.4,86
F1,CD,female,13,3.7,7.961357608,8.11464376,18.55111378,3.61,112.3246282,1.32,142
F1,CD,female,14,3.93,16.28603793,8.793645065,24.11456033,3.66,69.98664021,1,87
F1,CD,female,15,3.47,13.78057627,22.87758258,39.55817616,3.83,68.60814795,1.3,142
F1,CD,female,16,3.56,14.90113576,15.27919597,22.37815814,3.44,40.55930486,1.12,91
F1,CD,female,17,3.63,7.744783258,23.71226098,20.67850529,3.4,82.75028964,1.2,172
F1,CD,female,18,3.42,15.47812791,22.7730357,30.63414562,3.7,36.95652035,1.42,68
F1,CD,female,19,3.71,9.230072238,23.71449066,31.07961938,3.78,42.20051878,0.96,27
F1,CD,female,20,3.48,9.567137256,19.02992892,32.14527507,4,52.32417861,0.85,0
F1,CD,female,21,3.52,10.48360506,24.88496544,15.64114285,4.15,52.25843487,1.22,81
F1,CD,female,22,3.47,9.305918202,12.73635841,20.53439391,3.5,38.16674355,1.26,226
F1,CD,female,23,3.44,6.75088393,10.18430021,18.77222568,3.75,59.92941075,1.14,69
F1,CD,female,24,3.46,10.40083457,11.4998172,27.69222358,3.6,59.12837602,0.92,0
F1,CD,female,25,3.54,12.66411833,16.82311701,31.31025372,3.44,40.74384305,1.17,78
F1,CD,female,26,3.49,9.452660394,12.20132709,27.86172543,3.43,40.77344263,1.24,155
F1,CD,female,27,3.66,11.20757509,9.682482461,26.85445947,3.38,51.81278997,1.18,32
F1,CD,female,28,3.31,9.385260662,0,17.35512217,3.68,77.05417428,1.04,104
F1,CD,female,29,3.55,9.740858056,8.631186098,22.95381747,3.66,58.06363518,1.23,28
F1,CD,female,30,3.44,14.02033659,7.762415875,27.79213785,3.58,53.40610439,1.32,192
F1,CD,female,31,3.89,11.81765381,10.75849239,48.19322934,3.55,61.63939409,NA,NA
F1,CD,female,32,3.77,12.76681584,13.44665583,42.26609729,3.65,75.44223788,NA,NA
F1,CD,female,33,3.72,14.67795918,10.29690372,45.34884081,3.22,45.85671681,NA,NA
F2,NSD,male,1,2.49,9.053727053,13.97420746,21.62231844,2.45,53.92134691,NA,NA
F2,NSD,male,2,2.31,5.224628155,14.38885282,12.17607325,2.51,51.25547906,NA,NA
F2,NSD,male,3,2.47,7.871398362,18.58943834,10.77381119,2.3,31.31689456,NA,NA
F2,NSD,male,4,2.65,6.214017744,14.42624058,17.38920594,2.59,61.37534966,NA,NA
F2,NSD,male,5,2.42,5.954903516,13.19317379,11.15182029,2.56,45.19984985,NA,NA
F2,NSD,male,6,2.49,6.09739893,12.50227025,14.80180516,2.38,32.03660756,NA,NA
F2,NSD,male,7,2.49,7.213588756,8.891890348,13.83991441,2.46,37.29888543,NA,NA
F2,NSD,male,8,2.37,6.030330553,14.2920969,14.39293944,2.36,40.54106996,NA,NA
F2,NSD,male,9,2.45,8.463049209,17.69464376,14.85872113,2.52,56.3407126,NA,NA
F2,NSD,male,10,2.51,7.825691397,17.67738391,23.40299969,2.34,42.65719716,NA,NA
F2,NSD,male,11,2.53,5.860888631,13.3752955,14.4073768,2.56,41.61275496,NA,NA
F2,NSD,male,12,2.44,7.459675832,11.48742295,7.039236265,2.54,31.87917145,NA,NA
F2,NSD,male,13,2.53,10.46166736,14.75844487,10.55342795,2.65,33.27042039,NA,NA
F2,NSD,male,14,2.41,8.542228024,17.78506624,10.76852034,2.78,66.23282219,NA,NA
F2,NSD,male,15,2.46,9.925695662,13.90370711,6.58788412,2.6,52.71115207,NA,NA
F2,NSD,male,16,2.48,10.8895703,17.90749601,10.49767694,2.55,45.35101026,NA,NA
F2,NSD,male,17,2.44,10.24835299,11.88400985,7.292418945,2.41,56.80922196,NA,NA
F2,NSD,male,18,2.61,6.508253195,11.00499688,10.52831749,2.57,29.74053545,NA,NA
F2,NSD,male,19,2.43,6.634626507,11.74504604,9.157650765,2.34,38.29948031,NA,NA
F2,NSD,male,20,2.46,6.474595886,11.67283823,7.979546937,2.69,49.90091914,NA,NA
F2,NSD,male,21,2.2,8.418858389,13.97590088,8.04978579,2.59,46.7565236,NA,NA
F2,NSD,male,22,2.24,6.918852112,19.31336606,9.771592328,2.45,33.33753469,NA,NA
F2,NSD,male,23,2.37,9.860348163,18.84411459,12.91368988,2.57,64.47600706,NA,NA
F2,NSD,male,24,2.4,5.523593896,5.895493006,11.53935018,2.52,79.41827247,NA,NA
F2,NSD,male,25,2.45,7.676032634,6.173517928,15.37512072,2.52,25.56175113,NA,NA
F2,NSD,male,26,2.2,9.661730203,13.01038286,19.27940197,2.52,33.08036932,NA,NA
F2,NSD,male,27,2.46,9.27775108,9.99793868,16.10850407,2.55,92.81213082,NA,NA
F2,NSD,male,28,2.37,9.85638635,7.488906227,14.57249863,2.62,110.5316761,NA,NA
F2,NSD,male,29,2.42,4.597373118,10.54508994,14.17342823,2.6,79.65587669,NA,NA
F2,NSD,male,30,2.44,7.718582458,10.65360044,22.35911783,2.44,34.08789596,NA,NA
F2,NSD,male,31,2.4,5.723831274,9.259680738,19.20664875,2.7,62.59060791,NA,NA
F2,NSD,male,32,2.49,6.639070163,10.66492248,19.40260061,2.45,55.96876978,NA,NA
F2,NSD,male,33,2.6,5.432421251,11.37358969,18.42197862,2.61,57.52927996,NA,NA
F2,NSD,female,1,3.67,7.320327591,12.54435551,16.10140502,3.34,39.10329287,1.13,115
F2,NSD,female,2,3.23,6.217123526,19.99829541,32.0084173,3.34,45.07729198,1.13,134
F2,NSD,female,3,3.27,9.506241645,16.99285156,24.59533715,3.58,60.7148177,1.13,191
F2,NSD,female,4,3.33,9.447469811,18.50228717,36.53440263,3.93,74.4313968,1.26,67
F2,NSD,female,5,3.45,8.328203829,19.39977514,29.26462951,3.71,55.73475472,0.98,15
F2,NSD,female,6,3.72,6.729881891,18.62161828,22.95106526,3.09,29.88202512,1.35,144
F2,NSD,female,7,3.92,7.946307601,21.7194386,18.01591284,3.97,67.34975729,1.1,62
F2,NSD,female,8,3.43,7.923281046,21.33377562,42.20466464,3.95,50.85873829,1.27,109
F2,NSD,female,9,3.6,7.892140983,12.06141776,17.66737572,3.62,62.95671429,1.03,78
F2,NSD,female,10,3.64,7.257220284,17.93258947,21.64768362,3.75,36.53511727,1.29,126
F2,NSD,female,11,3.64,9.636026473,23.36860352,32.70011899,3.67,91.50058916,1.2,134
F2,NSD,female,12,3.59,10.87555054,21.58025004,25.82574158,3.23,70.01138513,1.28,81
F2,NSD,female,13,3.38,13.07433575,13.75313021,18.70635106,3.58,91.06756874,1.03,75
F2,NSD,female,14,3.51,8.719687519,18.22665785,18.03084686,3.72,71.22406459,1.41,167
F2,NSD,female,15,3.29,11.87421215,23.30081754,18.33402968,3.58,58.37407791,0.92,97
F2,NSD,female,16,3.29,8.136899064,20.0859272,11.40230705,3.89,90.0804955,1.24,99
F2,NSD,female,17,3.39,10.96016616,31.27049465,32.17820111,3.72,66.50126608,1.13,180
F2,NSD,female,18,3.24,11.5620125,37.15471452,37.53040193,3.47,50.68598979,1.33,140
F2,NSD,female,19,3.55,11.41648152,38.57503253,19.65445663,3.25,78.8310802,0.98,25
F2,NSD,female,20,3.57,8.307448027,34.34025772,13.42476208,3.66,100.4695522,1.13,79
F2,NSD,female,21,3.6,12.80480731,19.53634075,24.81930332,3.46,47.80944762,0.75,9
F2,NSD,female,22,3.69,11.80316415,32.63833829,41.9223529,3.68,49.3845446,1.01,5
F2,NSD,female,23,3.39,8.982948634,26.03503254,32.52825223,3.87,27.66405394,0.96,0
F2,NSD,female,24,3.32,5.792238065,10.48148558,18.36850001,3.86,34.14432672,1.15,50
F2,NSD,female,25,3.64,4.871410203,8.540776772,12.41326452,3.71,30.00375078,1.27,109
F2,NSD,female,26,3.37,6.146742744,17.34949383,9.775473174,3.4,122.5950977,1.24,65
F2,NSD,female,27,3.4,6.172301587,9.647231255,20.5370285,3.69,54.06461037,1.13,48
F2,NSD,female,28,3.61,7.718479737,15.73211638,24.03934542,3.73,87.26018428,1.25,115
F2,NSD,female,29,3.65,7.100922795,5.309274608,9.157718714,3.88,102.5605871,1.31,181
F2,NSD,female,30,3.56,9.22218032,24.32666914,28.99297002,3.48,68.9254742,1.35,27
F2,NSD,female,31,3.66,8.493013653,9.498041062,8.196652619,3.56,104.273693,NA,NA
F2,NSD,female,32,3.47,10.01334995,15.61712746,25.17190304,3.32,68.47936085,NA,NA
F2,NSD,female,33,3.6,5.389767425,15.85177633,32.40725722,3.28,96.34740733,NA,NA
F2,LSD,male,1,2.42,7.260958353,14.52762943,18.92921245,2.57,46.6075809,NA,NA
F2,LSD,male,2,2.53,5.296540776,3.982872182,11.7601891,2.46,38.40427759,NA,NA
F2,LSD,male,3,2.35,5.157922064,11.14343732,11.24637242,2.63,58.69541931,NA,NA
F2,LSD,male,4,2.33,6.615793502,18.89906183,22.67357776,2.41,46.64734733,NA,NA
F2,LSD,male,5,2.14,7.320737922,13.33393053,10.36117773,2.5,53.98811022,NA,NA
F2,LSD,male,6,2.47,6.446186696,17.34202221,12.74185125,2.27,38.66683675,NA,NA
F2,LSD,male,7,2.42,7.108589136,15.55373576,12.26413934,2.57,96.78810752,NA,NA
F2,LSD,male,8,2.34,7.636049646,18.91856377,12.34501311,2.41,51.55970261,NA,NA
F2,LSD,male,9,2.37,6.670791558,13.58855782,15.42145424,2.34,15.56734908,NA,NA
F2,LSD,male,10,2.45,6.59609584,18.40425348,7.313604688,2.27,111.7002006,NA,NA
F2,LSD,male,11,2.46,4.655271793,9.088740204,10.82248619,2.66,48.57694233,NA,NA
F2,LSD,male,12,2.55,7.680749301,12.76322575,7.10650725,2.66,71.29285022,NA,NA
F2,LSD,male,13,2.56,7.226485239,12.11807307,6.581312154,2.62,36.87242026,NA,NA
F2,LSD,male,14,2.38,10.31306482,12.75541427,9.759239722,2.45,49.46817186,NA,NA
F2,LSD,male,15,2.44,8.602213859,12.20041968,5.541383972,2.7,88.58933294,NA,NA
F2,LSD,male,16,2.47,10.10619131,15.75000906,7.870328672,2.51,47.73298078,NA,NA
F2,LSD,male,17,2.51,7.742302254,17.75268047,10.67061114,2.36,80.2432634,NA,NA
F2,LSD,male,18,2.34,10.07132337,16.174938,5.890393981,2.49,61.64255748,NA,NA
F2,LSD,male,19,2.74,9.840474727,17.10172963,12.50154987,2.6,90.94911985,NA,NA
F2,LSD,male,20,2.58,9.329246927,12.43784004,8.693606494,2.54,70.81858749,NA,NA
F2,LSD,male,21,2.32,11.1418525,14.62834012,2.803976068,2.92,110.6746517,NA,NA
F2,LSD,male,22,2.38,10.50840766,5.543515094,3.681693153,2.86,131.2285284,NA,NA
F2,LSD,male,23,2.38,6.859232122,11.01789492,7.858235044,2.56,47.62395707,NA,NA
F2,LSD,male,24,2.45,5.459810528,12.39102639,16.71984533,2.73,71.45949633,NA,NA
F2,LSD,male,25,2.41,9.101661019,11.1136725,9.270310274,2.59,91.68292179,NA,NA
F2,LSD,male,26,2.58,10.04480873,10.45343486,17.06995111,2.61,101.6781294,NA,NA
F2,LSD,male,27,2.3,8.143418101,13.34992267,13.30432461,2.39,108.4871768,NA,NA
F2,LSD,male,28,2.61,6.498240507,12.94962888,15.91916515,2.55,99.7696202,NA,NA
F2,LSD,male,29,2.4,8.234058454,10.6242905,7.851341149,2.57,49.00504822,NA,NA
F2,LSD,male,30,2.52,9.201987223,9.485956246,13.112615,2.52,99.17446906,NA,NA
F2,LSD,male,31,2.57,10.3008193,16.20474134,15.30223171,2.82,85.5667584,NA,NA
F2,LSD,male,32,2.95,7.799406643,10.00242778,10.40243017,2.61,104.2588857,NA,NA
F2,LSD,male,33,2.53,5.628001585,10.22918233,15.73967551,2.81,82.29891188,NA,NA
F2,LSD,female,1,3.56,6.694328972,19.85825032,21.05434302,3.75,55.00890808,1.27,100
F2,LSD,female,2,3.62,8.613461872,23.45989609,16.85106268,3.55,44.66541908,1.22,149
F2,LSD,female,3,3.65,8.03690032,15.30031445,20.28639943,3.88,52.87514575,1.28,83
F2,LSD,female,4,3.27,7.918058976,20.64531145,35.73382324,3.65,49.94914143,1.17,185
F2,LSD,female,5,3.33,10.41193979,24.3509618,26.07438612,3.69,36.38296369,1.22,144
F2,LSD,female,6,3.44,9.456187931,10.29510707,16.77929721,3.53,64.49268204,1.36,139
F2,LSD,female,7,3.4,11.23563563,26.49604186,18.31892526,3.64,55.07570475,1.38,167
F2,LSD,female,8,3.41,9.365275802,24.49557011,12.39800453,3.51,36.27959141,1.27,56
F2,LSD,female,9,3.12,9.766679734,19.41344483,13.80222524,3.91,82.33608851,1.34,104
F2,LSD,female,10,3.81,9.00920249,30.2691041,13.76826972,3.69,61.75613864,1.21,96
F2,LSD,female,11,3.29,10.77149706,32.5992419,22.60240709,3.62,66.5947153,0.9,14
F2,LSD,female,12,3.49,5.092034943,10.30499803,10.24354812,3.38,41.89172347,1.06,65
F2,LSD,female,13,3.57,11.76887492,23.73320311,16.62810765,3.5,36.70822902,1.35,146
F2,LSD,female,14,3.39,8.464896238,14.6678712,8.541397459,3.74,42.86258437,1.34,70
F2,LSD,female,15,3.5,8.219169165,17.63422585,10.85084829,3.54,46.48983997,1.03,49
F2,LSD,female,16,3.69,14.09537624,31.66799792,17.66976536,3.91,47.38034816,1.26,73
F2,LSD,female,17,3.6,8.476031826,20.19871864,12.6113865,3.73,54.51100592,1.21,94
F2,LSD,female,18,3.5,8.771519131,18.03981738,10.09715657,3.93,65.5069329,1.23,42
F2,LSD,female,19,3.61,6.239372042,10.58551469,9.805305307,3.55,60.32737591,1.37,143
F2,LSD,female,20,3.36,8.537171574,17.6700077,11.86187876,3.59,101.1116588,1.2,6
F2,LSD,female,21,3.6,7.858648605,13.70252419,5.750805122,3.55,63.56421769,1.3,94
F2,LSD,female,22,3.4,6.266147987,10.06338997,7.313367545,3.71,63.20640889,1.37,98
F2,LSD,female,23,3.45,8.779874498,13.0916965,14.91089388,3.81,46.50837247,1.31,86
F2,LSD,female,24,3.64,11.87712824,23.21007243,32.37980659,3.79,82.90809866,1.24,168
F2,LSD,female,25,3.45,9.407178949,15.19150289,17.03271501,3.71,41.5191513,0.97,2
F2,LSD,female,26,3.44,3.898149786,15.58222024,17.94478124,3.91,65.16755935,1.3,7
F2,LSD,female,27,3.59,6.452370052,5.707307438,6.473634991,3.53,69.80614505,0.93,78
F2,LSD,female,28,3.5,4.988918978,7.449875639,14.23216995,3.63,53.20568621,1.43,145
F2,LSD,female,29,3.42,9.199167412,16.52191489,20.39430763,3.59,80.44122422,1.25,131
F2,LSD,female,30,3.47,10.37256545,19.2012987,21.7738054,3.15,42.05059081,1.03,190
F2,LSD,female,31,3.49,10.5341219,19.11510202,29.13330698,3.31,103.6949764,NA,NA
F2,LSD,female,32,3.13,11.25553054,23.57709865,33.85487663,3.64,82.24509506,NA,NA
F2,LSD,female,33,3.22,13.92678748,22.62039413,38.14460572,3.88,79.61980049,NA,NA
F2,HSD,male,1,2.56,7.255793771,14.18095551,15.54330627,2.46,30.87769399,NA,NA
F2,HSD,male,2,2.49,7.994888539,11.52882337,11.90172222,2.49,53.57723669,NA,NA
F2,HSD,male,3,2.45,7.243771115,18.995902,14.60921507,2.65,34.47971562,NA,NA
F2,HSD,male,4,2.46,7.127135016,12.16312445,13.21323906,2.49,41.41358337,NA,NA
F2,HSD,male,5,2.45,5.446165128,10.71002302,5.763510475,2.64,55.19071339,NA,NA
F2,HSD,male,6,2.52,7.605849537,13.54973069,13.88564754,2.71,52.47225309,NA,NA
F2,HSD,male,7,2.42,9.205480692,19.99397468,19.99833748,2.46,82.87712731,NA,NA
F2,HSD,male,8,2.58,8.41670079,16.28445683,12.92067134,2.69,59.38729949,NA,NA
F2,HSD,male,9,2.39,7.270311527,11.52364023,13.36569772,2.49,43.51345092,NA,NA
F2,HSD,male,10,2.48,7.554103152,14.4474593,10.69174559,2.56,53.37616236,NA,NA
F2,HSD,male,11,2.53,9.12549584,16.2178746,12.65764869,2.6,58.71629877,NA,NA
F2,HSD,male,12,2.58,7.409661142,17.61324088,11.89263063,2.77,48.71468958,NA,NA
F2,HSD,male,13,2.5,9.156832893,14.03776049,12.44780939,2.66,57.97506853,NA,NA
F2,HSD,male,14,2.53,8.860200113,15.78163897,7.153998878,2.67,72.7152127,NA,NA
F2,HSD,male,15,2.58,10.95680094,19.60808235,12.44687179,2.83,65.06519871,NA,NA
F2,HSD,male,16,2.58,9.99169141,13.83819709,17.25019126,2.49,58.63327418,NA,NA
F2,HSD,male,17,2.55,8.965262592,15.00707961,4.829185119,2.64,69.52240504,NA,NA
F2,HSD,male,18,2.46,8.957901176,15.37998232,12.80021845,2.46,56.19293281,NA,NA
F2,HSD,male,19,2.44,8.110286032,11.76001672,6.442460675,2.68,80.11679112,NA,NA
F2,HSD,male,20,2.49,10.65575523,10.8827937,6.136768382,2.49,48.06882792,NA,NA
F2,HSD,male,21,2.5,7.511500612,8.310186221,3.56729927,2.33,31.09050606,NA,NA
F2,HSD,male,22,2.41,9.235387612,13.12771207,9.796166084,2.45,38.20858733,NA,NA
F2,HSD,male,23,2.34,5.609982153,13.16057496,9.114661271,2.44,34.30574692,NA,NA
F2,HSD,male,24,2.42,8.948788744,8.760594832,13.92745174,2.61,52.1492475,NA,NA
F2,HSD,male,25,2.55,6.005405514,9.183251049,10.9254876,2.53,61.30784989,NA,NA
F2,HSD,male,26,2.45,7.868801756,9.893945909,10.37799155,2.72,52.02448872,NA,NA
