Generation,Treatment,Sex,SampleNo,Sugar.Weight,Glucose,Trehalose,Glycogen,Fat.Weight,TAG,Fit.Weight,Fitness
F2,HSD,male,27,2.42,5.235674234,11.33893156,18.05539364,2.44,34.01719417,NA,NA
F2,HSD,male,28,2.55,6.025565737,12.22551676,23.80647457,2.55,63.55393421,NA,NA
F2,HSD,male,29,2.48,7.09906262,14.53220914,21.28306735,2.7,72.28273729,NA,NA
F2,HSD,male,30,2.44,8.390322132,9.891609073,5.501778532,2.56,62.09616799,NA,NA
F2,HSD,male,31,2.44,9.676049173,14.72302583,20.51373101,2.38,78.29818396,NA,NA
F2,HSD,male,32,2.55,9.913046344,13.63667338,20.00491832,2.55,46.25345737,NA,NA
F2,HSD,male,33,2.37,8.477059632,5.690315755,7.164197915,2.55,75.10939938,NA,NA
F2,HSD,female,1,3.77,11.63901513,16.25433831,17.88444355,3.69,152.2894061,1.14,99
F2,HSD,female,2,3.4,9.058780281,15.97603842,23.83988071,3.73,150.5098496,1.29,164
F2,HSD,female,3,3.47,10.54672574,20.08774367,38.9181921,3.73,150.4670338,1.26,139
F2,HSD,female,4,3.47,12.48191021,19.3648761,25.94036,3.44,90.98994233,1.11,182
F2,HSD,female,5,3.55,7.811944342,15.17130338,26.50736315,3.48,124.7943409,1.36,275
F2,HSD,female,6,3.4,6.778062461,17.27914965,13.15995238,3.58,143.2643662,1.21,202
F2,HSD,female,7,3.44,13.15740914,19.45652409,36.24565932,3.89,123.599918,1.3,140
F2,HSD,female,8,3.13,11.66250261,30.38378146,44.42460718,3.4,107.4058773,1.25,171
F2,HSD,female,9,3.29,10.64923827,27.06453664,18.62408226,3.6,89.56340501,1.27,110
F2,HSD,female,10,3.61,11.54608937,22.02207784,24.6454997,3.55,94.28646383,1.24,82
F2,HSD,female,11,3.53,9.469961357,16.54196437,16.86559701,3.8,144.326909,1.12,0
F2,HSD,female,12,3.77,14.92411233,10.62558441,8.202498488,3.66,83.11942741,1.31,221
F2,HSD,female,13,3.55,13.79018295,19.34062126,17.28296701,3.74,149.7525453,1.42,195
F2,HSD,female,14,3.42,9.481464017,15.35114572,13.14463657,3.65,152.1342594,1.13,162
F2,HSD,female,15,3.34,7.914440171,9.351881547,8.820434494,3.68,157.488513,0.99,123
F2,HSD,female,16,3.21,12.04667887,24.75273837,12.28969816,3.74,142.3443874,1.26,232
F2,HSD,female,17,3.61,14.44065175,34.92939328,34.36038458,3.6,109.8955543,1.37,219
F2,HSD,female,18,3.44,11.9098851,29.43997995,37.36109667,3.81,161.4400767,1.21,168
F2,HSD,female,19,3.65,10.31297853,19.13831152,17.44832977,3.77,77.27754381,1.24,199
F2,HSD,female,20,3.92,12.79228774,25.49621606,18.30077988,3.53,130.4380044,1.23,89
F2,HSD,female,21,3.61,13.67699005,28.61348614,24.19771458,3.59,105.4005142,1.07,119
F2,HSD,female,22,3.35,13.30211145,27.25052028,32.78622811,3.26,92.45892788,1.38,138
F2,HSD,female,23,3.37,10.71481678,30.82541726,40.87458075,3.72,134.4585412,1.11,4
F2,HSD,female,24,3.38,17.04013023,14.72833629,27.56251264,3.48,132.0226455,1.05,19
F2,HSD,female,25,3.72,12.62899981,16.11489132,21.74395845,3.87,194.4691171,0.99,13
F2,HSD,female,26,3.58,9.01091933,9.249291222,11.85133716,3.7,119.569604,1.19,152
F2,HSD,female,27,3.65,8.752488095,14.33548824,22.77414336,3.49,107.5288216,1.28,92
F2,HSD,female,28,3.7,12.58903758,22.43364273,37.7710211,3.7,102.0510435,1.07,188
F2,HSD,female,29,3.71,10.84577776,17.65960757,27.68738797,3.37,57.82256239,1.3,25
F2,HSD,female,30,3.63,15.4559014,23.18881608,24.24364547,3.21,102.420942,1.24,164
F2,HSD,female,31,3.35,8.305704499,12.35810186,22.88253906,3.18,127.1708617,NA,NA
F2,HSD,female,32,3.62,8.417161963,7.900322114,14.71265764,3.86,120.4778195,NA,NA
F2,HSD,female,33,3.59,16.6264772,2.165452919,11.69853264,3.37,116.9148707,NA,NA
F2,CD,male,1,2.64,7.005100414,13.78091893,11.83665522,2.46,25.25637137,NA,NA
F2,CD,male,2,2.41,7.911649978,12.07777947,15.283667,2.52,59.57982431,NA,NA
F2,CD,male,3,2.53,7.644562529,16.61156081,21.62624707,2.68,70.93411612,NA,NA
F2,CD,male,4,2.57,6.232569873,19.88741265,11.53161187,2.5,50.08219685,NA,NA
F2,CD,male,5,2.46,6.103379089,15.11180336,14.96918164,2.45,43.17414806,NA,NA
F2,CD,male,6,2.51,8.746937689,15.27112368,16.31517724,2.64,63.50476639,NA,NA
F2,CD,male,7,2.57,8.686623406,13.43656939,13.72898106,2.56,56.5153067,NA,NA
F2,CD,male,8,2.46,6.697688785,22.17253543,13.02739809,2.4,53.89320228,NA,NA
F2,CD,male,9,2.5,6.361547017,12.90950801,14.34890243,2.65,46.27755946,NA,NA
F2,CD,male,10,2.54,6.929546762,15.63703924,12.57485753,2.38,20.60548722,NA,NA
F2,CD,male,11,2.49,6.809185245,10.0972897,8.633563987,2.6,53.87615804,NA,NA
F2,CD,male,12,2.45,9.399037235,17.86136667,6.3078847,2.58,47.81962488,NA,NA
F2,CD,male,13,2.52,7.510150272,9.689904135,1.322807678,2.49,39.91828361,NA,NA
F2,CD,male,14,2.41,6.752942419,12.96208639,11.7464874,2.61,75.05653736,NA,NA
F2,CD,male,15,2.44,6.426036134,18.51197847,16.07357133,2.63,80.84677916,NA,NA
F2,CD,male,16,2.57,9.226019682,12.55617901,9.155179207,2.49,57.56168108,NA,NA
F2,CD,male,17,2.37,9.479016868,11.37772482,7.208588083,2.61,47.8371345,NA,NA
F2,CD,male,18,2.42,9.025628583,17.75413235,15.53941314,2.82,74.54043088,NA,NA
F2,CD,male,19,2.41,9.68946636,15.65160766,17.00115435,2.43,76.78640146,NA,NA
F2,CD,male,20,2.51,6.136404747,12.73768888,4.680942681,2.61,49.20384882,NA,NA
F2,CD,male,21,2.58,9.589304627,16.00874443,10.57889627,2.42,65.77767157,NA,NA
F2,CD,male,22,2.5,10.85511679,11.33471923,12.50914848,2.25,53.89787969,NA,NA
F2,CD,male,23,2.37,8.750392126,13.49396376,15.26809588,2.52,62.91156859,NA,NA
F2,CD,male,24,2.49,8.554717936,10.17071514,14.88139483,2.48,56.09607306,NA,NA
F2,CD,male,25,2.45,5.868275567,8.583529172,13.82656964,2.38,63.60616995,NA,NA
F2,CD,male,26,2.51,7.272098808,11.94385808,16.84128354,2.34,53.80520919,NA,NA
F2,CD,male,27,2.39,8.637695144,10.69110799,14.2236474,2.46,57.6063891,NA,NA
F2,CD,male,28,2.34,11.91156491,12.08950291,9.665232219,2.7,63.29192436,NA,NA
F2,CD,male,29,2.52,4.797608147,10.46721415,11.14964677,2.44,95.38045238,NA,NA
F2,CD,male,30,2.51,7.897971205,12.29478601,6.275228474,2.49,76.95612481,NA,NA
F2,CD,male,31,2.51,5.06996848,10.58015172,6.940575996,2.18,45.73088472,NA,NA
F2,CD,male,32,2.55,9.716563706,11.38653818,7.845056039,2.62,75.06767041,NA,NA
F2,CD,male,33,2.53,9.085895598,9.793958922,9.826142794,2.5,61.08992998,NA,NA
F2,CD,female,1,3.59,5.708153571,19.97960948,19.58785883,3.7,86.03129191,1.08,5
F2,CD,female,2,3.66,11.90470705,25.21190303,41.77948278,3.3,29.60647476,1.31,84
F2,CD,female,3,3.27,8.306404662,18.22758883,21.95014848,3.21,53.43739824,1.23,169
F2,CD,female,4,3.39,10.28959004,23.30879939,15.17932888,3.63,43.43960035,1.26,176
F2,CD,female,5,3.53,9.434332043,16.2074346,17.65843284,3.1,48.81975495,1.4,145
F2,CD,female,6,3.72,7.516417554,13.20936319,18.10209651,3.86,52.25884539,1.04,30
F2,CD,female,7,3.55,12.89511274,19.93773513,31.66043261,3.59,65.29193394,1.07,14
F2,CD,female,8,3.4,8.517708515,17.77849095,32.57248662,3.58,59.00249715,0.93,1
F2,CD,female,9,3.23,9.508518788,16.60525609,21.73999696,3.08,61.51395243,1.34,129
F2,CD,female,10,3.82,6.986724962,9.329754164,35.64398656,3.51,68.46564871,1.37,115
F2,CD,female,11,3.68,10.39592265,19.17217608,22.61460041,3.33,75.7838355,1.19,71
F2,CD,female,12,3.34,11.04710031,18.05713537,19.85772664,3.55,45.01694407,1.4,86
F2,CD,female,13,3.56,12.69801621,19.90449511,22.95220417,3.35,48.81211128,1.32,142
F2,CD,female,14,3.51,9.463647041,12.30403247,27.8247567,3.68,39.25632611,1,87
F2,CD,female,15,3.43,10.0204611,19.71697395,13.65191443,3.49,95.4889309,1.3,142
F2,CD,female,16,3.46,13.04661321,21.62200418,10.71522578,3.35,35.32246161,1.12,91
F2,CD,female,17,3.58,12.24854551,27.7804874,22.68501564,3.54,72.88839077,1.2,172
F2,CD,female,18,3.25,9.986227014,18.39828393,15.33934367,3.74,78.87413215,1.42,68
F2,CD,female,19,3.54,10.59688502,19.28025273,21.79994187,3.52,113.438349,0.96,27
F2,CD,female,20,3.34,14.0919627,25.23454941,26.41455948,3.45,69.62115112,0.85,0
F2,CD,female,21,3.32,8.596129866,12.43915764,12.72520234,3.62,121.5255074,1.22,81
F2,CD,female,22,3.37,12.90226183,17.67419563,18.94493329,3.7,81.41838804,1.26,226
F2,CD,female,23,3.31,10.29314386,14.18997948,16.14388251,3.74,69.46749702,1.14,69
F2,CD,female,24,3.55,10.11610322,8.472229688,16.54235335,3.65,70.08908495,0.92,0
F2,CD,female,25,3.36,7.42507301,10.49724476,22.50518693,3.25,67.14726355,1.17,78
F2,CD,female,26,3.58,11.82663253,17.34904975,19.89402555,3.83,124.6438162,1.24,155
F2,CD,female,27,3.58,12.07999944,22.74016999,34.58333684,3.76,110.9023278,1.18,32
F2,CD,female,28,3.48,10.77390316,19.60457844,32.71457242,3.66,72.06599342,1.04,104
F2,CD,female,29,3.45,10.49497754,12.40346829,26.25786853,3.24,86.78903126,1.23,28
F2,CD,female,30,3.59,9.508279043,11.42019062,11.53950759,3.09,129.6145463,1.32,192
F2,CD,female,31,3.32,12.21808259,16.9465242,14.09047702,3.51,124.0527272,NA,NA
F2,CD,female,32,3.49,12.86796233,16.54957061,22.0792217,3.76,57.82232344,NA,NA
F2,CD,female,33,3.53,11.18186233,13.39765845,23.03733178,3.25,76.99937747,NA,NA
F3,NSD,male,1,2.49,1.341989247,18.96963497,26.91240306,2.51,30.34323291,NA,NA
F3,NSD,male,2,2.31,6.353935634,5.335280705,21.12880415,2.59,48.06865476,NA,NA
F3,NSD,male,3,2.47,7.970082698,12.50345935,19.48725057,2.39,46.02522497,NA,NA
F3,NSD,male,4,2.65,11.06902294,14.157691,24.72487842,2.53,31.84333775,NA,NA
F3,NSD,male,5,2.42,7.403995175,13.88924798,24.81598235,2.35,26.55693211,NA,NA
F3,NSD,male,6,2.49,1.863859565,15.40849968,24.08042232,2.43,43.7070207,NA,NA
F3,NSD,male,7,2.49,7.227913709,10.20611683,16.05436194,2.44,22.00162778,NA,NA
F3,NSD,male,8,2.37,6.730446045,8.588797877,12.67440226,2.29,33.70659684,NA,NA
F3,NSD,male,9,2.45,8.358738999,10.33406115,15.79029392,2.57,34.16178665,NA,NA
F3,NSD,male,10,2.51,8.959644889,9.494123256,19.74352357,2.38,30.31853935,NA,NA
F3,NSD,male,11,2.53,7.229757085,11.83541045,19.6893211,2.67,55.22137845,NA,NA
F3,NSD,male,12,2.44,9.010412641,11.00686671,11.88072475,2.4,41.13317755,NA,NA
F3,NSD,male,13,2.53,6.648274109,6.715299368,11.60206602,2.35,31.94560942,NA,NA
F3,NSD,male,14,2.41,7.114278164,6.559783225,14.06165182,2.43,41.89293727,NA,NA
F3,NSD,male,15,2.46,9.788336541,8.001687612,11.42452163,2.42,41.22846818,NA,NA
F3,NSD,male,16,2.48,7.964854476,11.25566203,14.96037325,2.29,65.35684524,NA,NA
F3,NSD,male,17,2.44,6.913750567,8.884672191,11.72633575,2.48,65.21154844,NA,NA
F3,NSD,male,18,2.61,9.573721442,7.662882438,16.41104103,2.6,35.68534991,NA,NA
F3,NSD,male,19,2.43,5.61737934,8.875060605,7.69706884,2.58,40.2817613,NA,NA
F3,NSD,male,20,2.46,7.943714513,7.744023137,3.561044109,2.49,16.45531203,NA,NA
F3,NSD,male,21,2.2,9.13957527,8.414137048,7.901342774,2.48,20.4092093,NA,NA
F3,NSD,male,22,2.24,6.902253839,11.38344196,13.65600419,2.52,37.70513464,NA,NA
F3,NSD,male,23,2.37,7.34706323,7.684601299,16.24943025,2.52,31.4045267,NA,NA
F3,NSD,male,24,2.4,4.279734887,6.408820039,22.39018052,2.6,42.21390366,NA,NA
F3,NSD,male,25,2.45,8.54584032,3.182511605,16.26442607,2.59,40.40854462,NA,NA
F3,NSD,male,26,2.2,8.032550479,6.958586062,20.52905532,2.5,70.10125183,NA,NA
F3,NSD,male,27,2.46,7.015509596,2.905289237,23.3612606,2.6,86.51481594,NA,NA
F3,NSD,male,28,2.37,6.195049125,3.934458014,15.26036061,2.72,42.4620363,NA,NA
F3,NSD,male,29,2.42,5.537574792,4.410804129,16.25487413,2.55,25.88706997,NA,NA
F3,NSD,male,30,2.44,7.060519061,11.59563973,28.1915652,2.67,79.50482078,NA,NA
F3,NSD,male,31,2.4,8.660997173,9.027233487,17.09011725,2.63,54.41144128,NA,NA
F3,NSD,male,32,2.49,8.325003571,10.29968617,18.29383587,2.35,55.37913247,NA,NA
F3,NSD,male,33,2.6,7.006930152,6.52654359,17.98753166,2.5,45.23171571,NA,NA
F3,NSD,female,1,3.67,6.843596568,16.89312091,14.84561294,3.69,70.51521367,1.03,62
F3,NSD,female,2,3.23,5.329128648,19.30284981,10.81595775,3.44,69.34239515,1.34,185
F3,NSD,female,3,3.27,11.38250308,6.985137202,14.79380674,3.35,188.6091673,1.02,25
F3,NSD,female,4,3.33,10.50558492,12.9421059,14.94486144,3.21,124.8248675,1.23,166
F3,NSD,female,5,3.45,5.645610498,15.71503387,14.30065674,3.64,118.7220766,1.01,28
F3,NSD,female,6,3.72,10.04203876,9.935353649,10.73391399,3.97,150.9966203,1.38,133
F3,NSD,female,7,3.92,8.45968174,12.51624402,16.1506518,3.33,93.84590085,1.11,175
F3,NSD,female,8,3.43,8.144958763,3.575917951,17.20306176,3.51,89.90045404,1.03,10
F3,NSD,female,9,3.6,10.53272481,15.46709696,15.39837267,3.7,134.5604463,1.21,99
F3,NSD,female,10,3.64,4.865618549,12.99120322,19.73640442,3.64,96.62949799,1.01,35
F3,NSD,female,11,3.64,9.30544273,10.0059588,10.42886164,3.77,107.4222136,0.91,1
F3,NSD,female,12,3.59,11.38467497,18.59638971,24.63276467,3.51,145.2103278,1.14,48
F3,NSD,female,13,3.38,9.870773958,16.07896528,22.54750195,3.43,75.84708281,1.04,3
F3,NSD,female,14,3.51,5.037587193,10.40878708,19.27764237,3.39,98.56714379,1.27,178
F3,NSD,female,15,3.29,8.933385184,13.17386533,14.04107681,3.46,96.00459311,1.26,157
F3,NSD,female,16,3.29,9.418932789,28.48270967,13.12618956,3.56,59.04982972,1.1,131
F3,NSD,female,17,3.39,8.55049305,19.96078633,20.34476473,3.62,71.81849028,1.1,9
F3,NSD,female,18,3.24,10.2694887,15.84542456,16.06940219,3.42,88.15983279,1.17,101
F3,NSD,female,19,3.55,8.732488957,13.18303939,17.58790667,3.92,113.2928115,1.04,102
F3,NSD,female,20,3.57,11.39185863,11.2065738,23.35688443,3.86,113.3579935,1.22,155
F3,NSD,female,21,3.6,11.75918989,15.01348828,17.15884037,3.84,166.7093104,1.17,32
F3,NSD,female,22,3.69,9.862529323,18.18431522,16.2159108,3.77,104.1226244,1.48,180
F3,NSD,female,23,3.39,9.812658519,23.54297968,20.437154,3.22,117.6088168,1.34,203
F3,NSD,female,24,3.32,12.03761881,4.156930224,24.23130087,3.64,147.1172385,1.36,167
F3,NSD,female,25,3.64,12.42046011,0,30.43763205,3.71,108.1604583,1.25,207
F3,NSD,female,26,3.37,11.64582438,8.356517489,17.89062605,3.81,162.4664101,1.32,210
F3,NSD,female,27,3.4,11.2346671,13.62185869,18.49878414,3.81,137.4772943,1.2,68
F3,NSD,female,28,3.61,8.646190949,17.73208851,11.31126129,3.63,164.3253449,1.31,151
F3,NSD,female,29,3.65,10.48474946,13.48752893,20.90646495,3.64,165.7759226,1.14,175
F3,NSD,female,30,3.56,9.518929234,7.038696548,12.40174255,3.73,102.6090656,1.22,101
F3,NSD,female,31,3.66,7.367056107,5.21334235,35.35209203,3.71,133.9018527,NA,NA
F3,NSD,female,32,3.47,8.890654615,2.452523027,10.89295744,3.54,57.49139987,NA,NA
F3,NSD,female,33,3.6,9.411817188,6.398327453,18.75757575,3.9,118.5360062,NA,NA
F3,LSD,male,1,2.42,3.8615744,4.946543562,15.04911703,2.63,65.89487691,NA,NA
F3,LSD,male,2,2.53,5.488960881,1.665250551,16.81403815,2.62,52.72633985,NA,NA
F3,LSD,male,3,2.35,3.281936377,6.834900209,14.25134732,2.7,67.91154883,NA,NA
F3,LSD,male,4,2.33,5.8179224,10.22574392,12.50997816,2.44,61.93678748,NA,NA
F3,LSD,male,5,2.14,5.224653094,8.921969925,13.12817473,2.66,74.77995903,NA,NA
F3,LSD,male,6,2.47,5.650465703,4.527649804,13.24622714,2.56,55.7168522,NA,NA
F3,LSD,male,7,2.42,5.295098572,0,14.87074201,2.72,66.21909265,NA,NA
F3,LSD,male,8,2.34,5.755078685,4.908849811,12.36725212,2.48,40.14341126,NA,NA
F3,LSD,male,9,2.37,6.693616196,8.821865367,14.25866772,2.55,57.84223608,NA,NA
F3,LSD,male,10,2.45,4.571234036,7.584276431,14.99289179,2.79,62.70396754,NA,NA
F3,LSD,male,11,2.46,6.208357781,6.674872012,12.21599926,2.3,26.85428059,NA,NA
F3,LSD,male,12,2.55,6.589134424,8.445067956,12.02506979,2.45,31.82941065,NA,NA
F3,LSD,male,13,2.56,6.763879727,7.651245912,12.42961869,2.47,29.57699332,NA,NA
F3,LSD,male,14,2.38,6.28231758,8.591736467,15.43406304,2.51,45.8737234,NA,NA
F3,LSD,male,15,2.44,6.703748842,8.944869357,15.67094879,2.38,35.56092045,NA,NA
F3,LSD,male,16,2.47,8.531902735,11.96878639,9.342974553,2.52,44.32171987,NA,NA
F3,LSD,male,17,2.51,7.501335842,6.536905136,9.821380405,2.39,30.60657372,NA,NA
F3,LSD,male,18,2.34,6.04739968,10.57780166,13.220129,2.53,34.635553,NA,NA
F3,LSD,male,19,2.74,10.70357357,11.91844083,11.65520801,2.63,40.7093779,NA,NA
F3,LSD,male,20,2.58,8.016112962,7.397106839,10.60423358,2.55,46.53903588,NA,NA
F3,LSD,male,21,2.32,6.417476122,6.534139188,14.99015218,2.71,21.5664577,NA,NA
F3,LSD,male,22,2.38,6.823958735,9.726058869,15.93015,2.58,43.23572171,NA,NA
F3,LSD,male,23,2.38,5.995724627,2.614733805,10.8772132,2.46,17.55393817,NA,NA
F3,LSD,male,24,2.45,9.310901189,13.70907409,13.11286546,2.69,64.26728005,NA,NA
F3,LSD,male,25,2.41,6.14689404,6.564315092,15.21054791,2.45,38.80123386,NA,NA
F3,LSD,male,26,2.58,7.895925902,15.02241883,7.338989815,2.58,36.5986011,NA,NA
F3,LSD,male,27,2.3,6.333458582,5.576207622,15.30880415,2.46,31.04893708,NA,NA
F3,LSD,male,28,2.61,10.1008438,7.26995311,10.36908616,2.67,62.19365858,NA,NA
F3,LSD,male,29,2.4,7.45713566,6.699706656,12.96232668,2.66,41.83279629,NA,NA
F3,LSD,male,30,2.52,8.264768007,8.507888711,15.847915,2.65,70.54118431,NA,NA
F3,LSD,male,31,2.57,6.286678777,7.483840887,15.20665891,2.5,37.79253458,NA,NA
F3,LSD,male,32,2.95,5.875415643,7.984974361,18.79031214,2.66,58.1776334,NA,NA
F3,LSD,male,33,2.53,8.050266594,6.713196267,16.92959046,2.53,41.87480103,NA,NA
F3,LSD,female,1,3.56,8.657039863,10.83654971,17.47563527,3.41,131.1376413,1.02,21
F3,LSD,female,2,3.62,11.14573559,13.88359708,18.32615947,3.92,184.4846369,1.27,131
F3,LSD,female,3,3.65,9.076654436,22.5059775,33.95460944,3.64,211.8283141,1.44,223
F3,LSD,female,4,3.27,8.163768347,8.628246606,16.69051294,3.78,165.0498194,1.46,182
F3,LSD,female,5,3.33,10.11025624,11.20977281,25.56388713,3.6,172.1901217,1.13,40
F3,LSD,female,6,3.44,5.727243316,8.401227909,14.64537098,3.91,241.1954757,1.19,204
F3,LSD,female,7,3.4,0.58486881,17.41118982,19.64392729,3.54,195.4403086,1.04,47
F3,LSD,female,8,3.41,11.67284327,28.17142854,14.90296136,3.83,183.2387957,1.17,129
F3,LSD,female,9,3.12,10.32227236,7.638380654,22.24496061,3.67,190.1251616,1.26,190
F3,LSD,female,10,3.81,10.45788115,0.40331094,15.49779873,3.81,224.1040438,1.22,164
F3,LSD,female,11,3.29,7.712290315,7.118947805,20.42705608,3.76,304.7468982,1.03,18
F3,LSD,female,12,3.49,8.310082752,9.870451911,35.13041657,3.38,132.0490826,1.16,158
F3,LSD,female,13,3.57,6.780220201,9.830551865,13.29300591,3.9,222.3849641,0.87,19
F3,LSD,female,14,3.39,11.1580789,13.06162837,21.10736598,3.45,141.7526486,0.98,2
F3,LSD,female,15,3.5,6.468836831,3.518160725,13.43800315,3.66,282.0454672,0.95,38
F3,LSD,female,16,3.69,10.19443292,17.4643399,26.97805073,3.77,164.2222239,1.02,72
F3,LSD,female,17,3.6,8.811343674,11.46545086,21.61558074,3.62,225.5361769,1.07,92
F3,LSD,female,18,3.5,11.60792665,21.55848683,29.76083438,3.74,139.9050137,1.43,285
F3,LSD,female,19,3.61,9.924872687,18.01896599,13.29252473,3.77,183.8066356,0.92,3
F3,LSD,female,20,3.36,6.847630155,6.356297943,8.903412968,3.79,147.570533,1.05,7
F3,LSD,female,21,3.6,10.32156187,15.30685916,19.36620027,3.62,142.9613186,0.88,0
F3,LSD,female,22,3.4,10.74907537,13.66555369,20.22453402,3.94,207.8670866,1.21,76
F3,LSD,female,23,3.45,5.923182737,14.72087157,17.69914379,3.65,108.7583216,1.31,173
F3,LSD,female,24,3.64,8.399328054,15.11450759,18.49299615,3.65,153.5481681,1.03,0
F3,LSD,female,25,3.45,7.771518836,4.605128178,18.88611472,3.47,87.35083506,0.92,3
F3,LSD,female,26,3.44,5.455590212,1.71512607,17.72351524,3.8,215.0712086,1.32,165
F3,LSD,female,27,3.59,9.457810321,18.74638553,23.47773432,3.74,223.309363,1.16,119
F3,LSD,female,28,3.5,6.352834478,10.12399271,11.43790727,3.75,219.0098432,1.16,110
F3,LSD,female,29,3.42,7.996277899,0,8.731576562,3.52,157.1893114,1.26,156
F3,LSD,female,30,3.47,9.518570645,15.78768379,16.25691852,3.74,250.9913074,1.31,129
F3,LSD,female,31,3.49,10.51046206,10.90642503,17.77421414,3.68,202.1947737,NA,NA
F3,LSD,female,32,3.13,5.504149195,6.940389908,7.204870784,3.75,239.7804133,NA,NA
F3,LSD,female,33,3.22,6.542262975,5.42602182,11.29583191,3.67,195.6809277,NA,NA
F3,HSD,male,1,2.56,5.440163968,5.101935486,20.66289542,2.34,44.20361547,NA,NA
F3,HSD,male,2,2.49,7.198876809,6.529218722,23.41853123,2.26,55.54281749,NA,NA
F3,HSD,male,3,2.45,4.013930756,12.64805354,28.73606032,2.39,63.57162935,NA,NA
F3,HSD,male,4,2.46,5.685380744,6.091527687,16.08911216,2.39,37.76766628,NA,NA
F3,HSD,male,5,2.45,5.185380744,1.316638173,15.04261678,2.52,81.89737957,NA,NA
F3,HSD,male,6,2.52,7.431301466,0,16.63679115,2.42,58.28085155,NA,NA
F3,HSD,male,7,2.42,7.156530541,10.13560424,11.8382296,2.31,40.35263925,NA,NA
F3,HSD,male,8,2.58,8.629538654,9.000057789,16.28062886,2.55,65.63386946,NA,NA
F3,HSD,male,9,2.39,8.25573735,10.04382885,17.05201072,2.58,62.04509279,NA,NA
F3,HSD,male,10,2.48,7.780134489,10.1475281,20.0450001,2.47,63.39647917,NA,NA
F3,HSD,male,11,2.53,8.486731157,15.51564891,23.35284577,2.24,44.35797444,NA,NA
F3,HSD,male,12,2.58,12.41517804,7.122917769,9.658482616,2.48,75.42303004,NA,NA
F3,HSD,male,13,2.5,9.81549198,9.821002383,14.82802607,2.42,95.547889,NA,NA
F3,HSD,male,14,2.53,7.943774405,11.60098528,10.38960497,2.4,73.97681932,NA,NA
F3,HSD,male,15,2.58,8.585338556,13.66267794,13.70805057,2.41,65.82272685,NA,NA
F3,HSD,male,16,2.58,6.624422916,10.13912021,13.72102795,2.47,67.5252842,NA,NA
F3,HSD,male,17,2.55,5.896706883,6.362002087,9.669786869,2.51,81.53439617,NA,NA
F3,HSD,male,18,2.46,7.308465294,-6.763778443,17.10203911,2.62,70.94749267,NA,NA
F3,HSD,male,19,2.44,8.122698437,13.2413147,16.14724345,2.5,54.81437926,NA,NA
F3,HSD,male,20,2.49,10.75957225,10.39217081,22.24906403,2.54,48.79698385,NA,NA
F3,HSD,male,21,2.5,8.528772625,9.437557392,16.51760194,2.55,67.16504658,NA,NA
F3,HSD,male,22,2.41,5.785216843,9.118997041,15.22997342,2.6,87.63296544,NA,NA
F3,HSD,male,23,2.34,9.916582309,6.076692045,16.50479759,2.55,82.56487744,NA,NA
F3,HSD,male,24,2.42,7.811757058,10.32768864,26.12946624,2.37,59.77260262,NA,NA
F3,HSD,male,25,2.55,6.196360176,9.730331814,19.42055955,2.36,48.70779238,NA,NA
F3,HSD,male,26,2.45,6.07600242,8.441511067,15.44083444,2.42,72.90725804,NA,NA
F3,HSD,male,27,2.42,7.575919543,9.272040407,21.9265683,2.41,38.42907964,NA,NA
F3,HSD,male,28,2.55,7.296854138,9.077584729,19.40905784,2.19,108.2939795,NA,NA
F3,HSD,male,29,2.48,8.537165743,12.73657255,22.79811353,2.54,29.17571113,NA,NA
F3,HSD,male,30,2.44,6.4863556,9.351568185,22.02536256,2.6,72.24092508,NA,NA
F3,HSD,male,31,2.44,9.724636735,11.62065331,15.35298657,2.42,28.27504839,NA,NA
F3,HSD,male,32,2.55,7.335339612,4.882329377,17.17020179,2.57,28.078375,NA,NA
F3,HSD,male,33,2.37,6.932127556,8.330561393,18.7205715,2.51,64.35556791,NA,NA
F3,HSD,female,1,3.77,11.44176864,15.19626724,25.09398536,3.36,54.44938165,1.16,86
F3,HSD,female,2,3.4,10.29796202,10.37413778,24.60748822,3.49,68.41657269,0.9,2
F3,HSD,female,3,3.47,11.05050381,11.93913987,46.12858511,3.72,129.8123413,1.3,128
F3,HSD,female,4,3.47,9.494473246,16.21908466,23.45061979,3.3,40.30807821,0.95,26
F3,HSD,female,5,3.55,9.402049836,1.707702415,17.42326926,3.58,108.8518267,1.09,109
F3,HSD,female,6,3.4,8.382276631,17.47476749,19.60218192,3.85,88.87367718,1.25,188
F3,HSD,female,7,3.44,7.641924902,6.350975175,16.79014059,3.42,63.59748452,1.45,164
F3,HSD,female,8,3.13,6.00289558,5.845487647,9.003691643,3.39,84.2472615,1.41,147
F3,HSD,female,9,3.29,5.644705919,7.471842762,17.46023549,3.35,92.5535581,1.34,163
F3,HSD,female,10,3.61,11.10421884,14.94563038,21.71428363,3.49,58.20434987,0.9,13
F3,HSD,female,11,3.53,9.212914488,15.18789543,28.32932615,3.7,107.9857063,0.89,14
F3,HSD,female,12,3.77,11.48068809,13.59159881,22.58617421,3.31,61.03015212,1.33,93
F3,HSD,female,13,3.55,10.37885621,10.46650655,19.81531939,3.49,125.5124453,1.13,63
F3,HSD,female,14,3.42,7.709847223,8.584680713,13.63080849,3.71,100.9581067,1.18,44
F3,HSD,female,15,3.34,9.039350531,14.96925032,23.50935193,3.4,118.7835128,0.99,13
