Generation,Treatment,Sex,SampleNo,Sugar.Weight,Glucose,Trehalose,Glycogen,Fat.Weight,TAG,DAG,Fit.Weight,Fitness
F3,HSD,male,1,2.56,5.2784,10.6393,13.9537,2.34,44.20361547,7.215648635,NA,NA
F3,HSD,male,2,2.49,7.117,12.6248,17.8752,2.26,55.54281749,9.239259051,NA,NA
F3,HSD,male,3,2.45,3.7873,17.2865,21.4704,2.39,63.57162935,9.222710039,NA,NA
F3,HSD,male,4,2.46,5.5347,11.6662,9.3553,2.39,37.76766628,8.853143814,NA,NA
F3,HSD,male,5,2.45,5.012,6.9567,7.9675,2.52,81.89737957,12.42254036,NA,NA
F3,HSD,male,6,2.52,7.36,3.9377,10.9778,2.42,58.28085155,10.16298325,NA,NA
F3,HSD,male,7,2.42,7.0727,16.031,5.8323,2.31,40.35263925,6.789172452,NA,NA
F3,HSD,male,8,2.58,8.6127,15.4825,11.3317,2.55,65.63386946,11.10143372,NA,NA
F3,HSD,male,9,2.39,8.2219,16.3385,11.9065,2.58,62.04509279,13.81738025,NA,NA
F3,HSD,male,10,2.48,7.7247,16.2662,14.7253,2.47,63.39647917,9.441439848,NA,NA
F3,HSD,male,11,2.53,8.4634,21.6126,18.5846,2.24,44.35797444,7.623363443,NA,NA
F3,HSD,male,12,2.58,11.5128,10.4957,14.521,2.48,75.42303004,9.580857598,NA,NA
F3,HSD,male,13,2.5,8.8388,13.2652,18.7621,2.42,95.547889,12.65190362,NA,NA
F3,HSD,male,14,2.53,6.9136,15.1013,13.6552,2.4,73.97681932,11.78414904,NA,NA
F3,HSD,male,15,2.58,7.5735,17.0674,17.2028,2.41,65.82272685,10.24165946,NA,NA
F3,HSD,male,16,2.58,5.5565,13.7566,16.5155,2.47,67.5252842,10.60994808,NA,NA
F3,HSD,male,17,2.55,4.808,10.129,12.2043,2.51,81.53439617,14.21797798,NA,NA
F3,HSD,male,18,2.46,6.2601,0,20.1408,2.62,70.94749267,12.50998983,NA,NA
F3,HSD,male,19,2.44,7.0976,16.6846,19.4768,2.5,54.81437926,10.24160349,NA,NA
F3,HSD,male,20,2.49,9.8098,13.7661,26.5203,2.54,48.79698385,30.40935415,NA,NA
F3,HSD,male,21,2.5,7.5153,12.9663,19.9922,2.55,67.16504658,11.87645229,NA,NA
F3,HSD,male,22,2.41,4.6934,12.8136,17.7247,2.6,87.63296544,13.75089627,NA,NA
F3,HSD,male,23,2.34,8.3234,9.6253,16.0033,2.55,82.56487744,12.41129222,NA,NA
F3,HSD,male,24,2.42,6.0948,13.6525,25.0656,2.37,59.77260262,9.33053002,NA,NA
F3,HSD,male,25,2.55,4.3844,13.0866,17.6641,2.36,48.70779238,8.394948407,NA,NA
F3,HSD,male,26,2.45,4.2569,11.8656,13.5683,2.42,72.90725804,11.54331598,NA,NA
F3,HSD,male,27,2.42,5.8451,12.6525,20.7019,2.41,38.42907964,8.788501638,NA,NA
F3,HSD,male,28,2.55,5.5496,12.4682,18.0396,2.19,108.2939795,11.57091773,NA,NA
F3,HSD,male,29,2.48,6.8629,15.9346,21.9278,2.54,29.17571113,7.301837908,NA,NA
F3,HSD,male,30,2.44,4.6914,12.7278,20.4192,2.6,72.24092508,10.41779123,NA,NA
F3,HSD,male,31,2.44,8.1202,14.8775,14.7626,2.42,28.27504839,6.123098485,NA,NA
F3,HSD,male,32,2.55,5.5904,8.4938,15.7728,2.57,28.078375,7.181200291,NA,NA
F3,HSD,male,33,2.37,5.1634,11.7605,17.21,2.51,64.35556791,9.851722885,NA,NA
F3,HSD,female,1,3.77,11.5528,22.3704,22.1756,3.36,54.44938165,18.58358528,1.16,86
F3,HSD,female,2,3.4,10.357,17.385,20.9801,3.49,68.41657269,18.65299105,0.9,2
F3,HSD,female,3,3.47,11.1437,19.1399,43.7677,3.72,129.8123413,29.76099195,1.3,128
F3,HSD,female,4,3.47,9.5169,22.6418,19.2945,3.3,40.30807821,7.680343015,0.95,26
F3,HSD,female,5,3.55,9.4203,8.8414,12.9839,3.58,108.8518267,23.90311131,1.09,109
F3,HSD,female,6,3.4,8.3542,23.4338,14.6293,3.85,88.87367718,26.52345874,1.25,188
F3,HSD,female,7,3.44,7.5802,12.6147,11.2641,3.42,63.59748452,13.8908638,1.45,164
F3,HSD,female,8,3.13,5.8667,11.5468,2.1943,3.39,84.2472615,19.32932006,1.41,147
F3,HSD,female,9,3.29,5.4922,12.9611,10.7537,3.35,92.5535581,16.31310848,1.34,163
F3,HSD,female,10,3.61,11.1999,22.0115,18.4645,3.49,58.20434987,16.84026533,0.9,13
F3,HSD,female,11,3.53,9.2226,21.5624,24.1873,3.7,107.9857063,23.98717061,0.89,14
F3,HSD,female,12,3.77,10.5516,16.8329,27.115,3.31,61.03015212,12.49397654,1.33,93
F3,HSD,female,13,3.55,9.4183,13.8601,23.9506,3.49,125.5124453,30.41886722,1.13,63
F3,HSD,female,14,3.42,6.673,12.1846,16.8129,3.71,100.9581067,20.6716639,1.18,44
F3,HSD,female,15,3.34,8.0405,18.3107,27.1663,3.4,118.7835128,27.73644516,0.99,13
F3,HSD,female,16,3.21,3.6699,13.926,30.1148,3.65,175.4354619,39.74947786,0.83,23
F3,HSD,female,17,3.61,10.2418,19.8842,24.1003,3.28,113.5702676,19.99066378,0.97,10
F3,HSD,female,18,3.44,7.3634,21.8321,19.7996,3.98,148.22957,35.97894486,1.15,155
F3,HSD,female,19,3.65,9.3044,17.9343,27.2094,3.48,131.4176448,15.67148842,1.06,115
F3,HSD,female,20,3.92,7.2038,13.0536,19.3841,3.76,241.9966713,30.3758368,1.3,89
F3,HSD,female,21,3.61,8.7537,17.0866,31.7954,3.74,221.1447129,19.99527372,1.21,71
F3,HSD,female,22,3.35,2.9972,10.1464,12.2094,3.64,253.1087869,29.40012376,1.42,132
F3,HSD,female,23,3.37,8.157,16.2007,18.9899,3.48,96.2855299,13.99587511,0.93,0
F3,HSD,female,24,3.38,3.6675,7.7583,15.5305,3.64,153.1687259,21.6739763,1,2
F3,HSD,female,25,3.72,10.4484,13.766,40.5344,3.96,190.6013017,35.78204555,1.3,31
F3,HSD,female,26,3.58,5.8894,7.1169,28.4144,3.6,141.0190672,20.85018389,1.18,166
F3,HSD,female,27,3.65,7.733,12.5768,27.3232,3.65,132.3077295,18.06592032,0.98,86
F3,HSD,female,28,3.7,5.1963,14.1375,20.0335,3.96,204.2602023,26.92054024,1.05,34
F3,HSD,female,29,3.71,9.5533,15.1273,39.2398,3.75,108.7924519,20.91417291,1.21,70
F3,HSD,female,30,3.63,7.2338,19.6795,28.1756,3.6,150.308462,24.39216948,1.17,142
F3,HSD,female,31,3.35,6.2257,9.9114,20.8804,3.71,157.083395,23.1553093,NA,NA
F3,HSD,female,32,3.62,9.23,8.2042,36.0993,3.63,50.80546588,11.28723156,NA,NA
F3,HSD,female,33,3.59,1.5603,11.116,17.2896,3.91,165.8676828,22.55113005,NA,NA
F3,CD,male,1,2.64,6.8842,15.8317,24.0328,2.64,62.77597238,11.81001829,NA,NA
F3,CD,male,2,2.41,10.969,12.3565,21.4599,2.66,61.86744123,17.83921773,NA,NA
F3,CD,male,3,2.53,6.1689,21.9426,21.2843,2.4,86.05057972,18.43795402,NA,NA
F3,CD,male,4,2.57,5.7153,11.4657,8.2187,2.65,84.33979175,16.54610125,NA,NA
F3,CD,male,5,2.46,7.0447,12.073,15.6704,2.46,68.61123689,17.49645047,NA,NA
F3,CD,male,6,2.51,7.0418,16.7576,11.6024,2.44,66.45841991,17.26510914,NA,NA
F3,CD,male,7,2.57,12.5048,10.7181,15.2682,2.62,104.8475877,21.95774525,NA,NA
F3,CD,male,8,2.46,6.1809,12.4473,13.8164,2.33,41.38898376,13.75676415,NA,NA
F3,CD,male,9,2.5,6.9609,12.985,13.7918,2.52,109.3465511,16.25498623,NA,NA
F3,CD,male,10,2.54,5.7415,12.9614,15.4933,2.54,73.64616465,39.6175599,NA,NA
F3,CD,male,11,2.49,6.0385,12.7611,15.8085,2.46,78.66223158,18.57271826,NA,NA
F3,CD,male,12,2.45,10.5301,9.6471,18.7307,2.58,48.38207308,14.99601932,NA,NA
F3,CD,male,13,2.52,6.4324,14.1514,22.4921,2.61,75.23234477,18.56190649,NA,NA
F3,CD,male,14,2.41,7.3548,14.4846,12.9945,2.61,80.05918992,17.75361947,NA,NA
F3,CD,male,15,2.44,5.7067,11.7492,13.4053,2.46,49.73460144,14.69562506,NA,NA
F3,CD,male,16,2.57,9.8861,11.8606,13.9141,2.45,68.29037392,18.30246145,NA,NA
F3,CD,male,17,2.37,5.7649,13.4552,16.2973,2.53,74.43602216,19.30581335,NA,NA
F3,CD,male,18,2.42,7.6682,8.8263,11.6472,2.52,80.43112784,14.98490608,NA,NA
F3,CD,male,19,2.41,4.6514,12.5733,14.3989,2.41,47.52896827,14.43146794,NA,NA
F3,CD,male,20,2.51,5.8512,13.9479,16.2827,2.55,46.68181315,15.12624208,NA,NA
F3,CD,male,21,2.58,6.7363,14.7317,19.0027,2.61,59.22156952,15.19443683,NA,NA
F3,CD,male,22,2.5,5.3629,11.0374,17.7332,2.71,96.84421025,19.14463572,NA,NA
F3,CD,male,23,2.37,8.239,5.2404,4.8165,2.36,48.85689374,15.05660075,NA,NA
F3,CD,male,24,2.49,6.1783,5.2486,7.9362,2.48,64.42804718,16.59460733,NA,NA
F3,CD,male,25,2.45,4.6106,6.8974,13.6924,2.51,62.59129198,14.46652107,NA,NA
F3,CD,male,26,2.51,4.8233,14.0937,17.9067,2.57,69.05702335,15.68140908,NA,NA
F3,CD,male,27,2.39,4.2964,9.944,17.8631,2.49,73.0581438,16.62896928,NA,NA
F3,CD,male,28,2.34,4.3523,8.554,5.801,2.69,54.58842097,15.44769006,NA,NA
F3,CD,male,29,2.52,6.8651,11.9276,16.8176,2.64,86.5236988,17.07161353,NA,NA
F3,CD,male,30,2.51,3.254,8.7625,11.8024,2.74,65.29093671,16.60759137,NA,NA
F3,CD,male,31,2.51,6.1168,10.5587,13.4065,2.48,41.73451383,13.29153966,NA,NA
F3,CD,male,32,2.55,3.4979,8.9587,9.4188,2.74,62.48515472,14.67942642,NA,NA
F3,CD,male,33,2.53,5.232,8.1511,21.2317,2.63,80.29326756,13.73698993,NA,NA
F3,CD,female,1,3.59,9.9233,19.2103,17.1347,3.66,140.6109268,27.45934228,1.08,5
F3,CD,female,2,3.66,11.8084,19.2627,18.9863,3.85,133.8846138,36.60709813,1.31,84
F3,CD,female,3,3.27,10.3311,20.0102,7.3886,3.85,148.1004476,64.36820047,1.23,169
F3,CD,female,4,3.39,11.6499,23.4178,17.7696,3.43,135.7400766,43.49358051,1.26,176
F3,CD,female,5,3.53,9.6299,23.5244,19.3188,3.62,90.08363889,25.81426577,1.4,145
F3,CD,female,6,3.72,5.3974,16.2698,11.2489,3.87,112.9622453,28.24684088,1.04,30
F3,CD,female,7,3.55,12.2081,17.3342,11.0846,3.53,81.54084479,15.46902192,1.07,14
F3,CD,female,8,3.4,8.0161,16.7594,16.0354,3.72,122.6698876,30.31188188,0.93,1
F3,CD,female,9,3.23,7.4348,17.7256,16.4081,3.59,101.7593663,22.04000588,1.34,129
F3,CD,female,10,3.82,7.9175,19.3477,15.6427,3.18,71.47689003,20.11744097,1.37,115
F3,CD,female,11,3.68,9.5375,18.7003,10.4591,3.68,85.01992243,23.12800079,1.19,71
F3,CD,female,12,3.34,9.669,13.6262,19.2027,3.31,62.44884967,16.67243546,1.4,86
F3,CD,female,13,3.56,8.323,14.3874,17.4599,3.73,124.1142493,45.07311665,1.32,142
F3,CD,female,14,3.51,9.1397,17.7147,22.5039,3.69,161.4818875,33.08993811,1,87
F3,CD,female,15,3.43,6.8579,19.1271,29.3698,3.72,116.8875615,28.20506645,1.3,142
F3,CD,female,16,3.46,12.399,11.2461,17.0829,3.31,87.22968603,17.12736945,1.12,91
F3,CD,female,17,3.58,7.6759,15.7232,20.3149,3.9,169.1087347,39.27011748,1.2,172
F3,CD,female,18,3.25,10.8088,19.4259,27.9716,3.78,63.58588499,16.75513706,1.42,68
F3,CD,female,19,3.54,9.7809,22.3657,19.7581,3.94,129.6536572,33.68027107,0.96,27
F3,CD,female,20,3.34,9.1761,16.7864,20.7153,3.73,105.0239983,23.01041719,0.85,0
F3,CD,female,21,3.32,4.9647,12.6061,18.5876,3.71,113.5199868,31.02956116,1.22,81
F3,CD,female,22,3.37,8.0657,17.6123,25.8124,3.54,102.6154748,25.52007233,1.26,226
F3,CD,female,23,3.31,5.8147,23.3075,25.3052,3.96,138.8029265,32.79575189,1.14,69
F3,CD,female,24,3.55,9.7011,20.3697,26.0621,3.89,173.5969527,42.88486096,0.92,0
F3,CD,female,25,3.36,13.5026,13.5862,32.3228,3.65,149.7083656,31.35100748,1.17,78
F3,CD,female,26,3.58,8.79,17.5642,44.5367,3.66,95.83590745,39.92577445,1.24,155
F3,CD,female,27,3.58,8.8188,19.2365,47.2297,3.97,98.16981869,36.98473586,1.18,32
F3,CD,female,28,3.48,8.6675,12.3017,40.1298,3.75,165.7360124,46.48840632,1.04,104
F3,CD,female,29,3.45,10.0408,13.8095,34.3321,3.37,123.7127156,28.77548993,1.23,28
F3,CD,female,30,3.59,11.2364,23.0091,52.7046,3.84,140.1847466,26.49714638,1.32,192
F3,CD,female,31,3.32,6.3184,15.6477,26.0058,3.6,126.3343035,27.53227415,NA,NA
F3,CD,female,32,3.49,6.7883,17.0721,22.763,3.82,153.1192355,33.40308337,NA,NA
F3,CD,female,33,3.53,7.7494,23.3665,47.7701,3.79,132.9060727,24.87438423,NA,NA
F4,NSD,male,1,2.39,5.718604133,11.01042731,21.71156799,2.8,39.60945224,30.56503733,NA,NA
F4,NSD,male,2,2.56,5.525368442,9.773707881,19.26467065,2.49,58.36216593,30.70359888,NA,NA
F4,NSD,male,3,2.54,7.198925183,9.558822702,20.80060001,2.55,66.35775518,40.44125817,NA,NA
F4,NSD,male,4,2.57,6.820327187,9.513425462,19.66100462,2.45,58.68894583,47.87484095,NA,NA
F4,NSD,male,5,2.44,6.116344372,11.18347618,24.27451505,2.31,39.23621516,29.53190195,NA,NA
F4,NSD,male,6,2.46,6.020996015,7.6353447,18.13711418,2.39,55.2267396,29.34961709,NA,NA
F4,NSD,male,7,2.52,7.048385839,9.491017072,23.15574056,2.57,73.56875359,37.64965668,NA,NA
F4,NSD,male,8,2.64,8.980488338,13.13829331,27.12827571,2.58,45.65147554,25.91168809,NA,NA
F4,NSD,male,9,2.5,4.254512715,7.550517922,16.05437365,2.56,57.32878902,34.53239923,NA,NA
F4,NSD,male,10,2.41,8.337815281,13.74290189,14.11060193,2.6,43.99992312,29.13930306,NA,NA
F4,NSD,male,11,2.5,6.064016626,5.564197959,14.20887056,2.7,67.10720833,33.35629229,NA,NA
F4,NSD,male,12,2.58,7.796064705,10.94227768,25.27033185,2.53,85.09560176,42.1055601,NA,NA
F4,NSD,male,13,2.37,8.01365619,10.26000578,24.63296885,2.53,48.75287156,26.50281519,NA,NA
F4,NSD,male,14,2.36,6.519876291,9.378693742,20.91900684,2.47,47.77665982,28.13044923,NA,NA
F4,NSD,male,15,2.48,6.34845265,7.889925898,18.01443223,2.44,53.67653318,32.41498972,NA,NA
F4,NSD,male,16,2.43,9.937499753,5.886139434,15.64958896,2.65,59.13941891,30.39267305,NA,NA
F4,NSD,male,17,2.41,7.798538332,9.57630437,22.82706438,2.56,56.49744176,29.59316197,NA,NA
F4,NSD,male,18,2.5,8.029750871,10.76987086,22.2695964,2.69,76.51613165,35.74331877,NA,NA
F4,NSD,male,19,2.48,7.833457132,8.3704076,25.14174923,2.57,65.2968799,33.84873844,NA,NA
F4,NSD,male,20,2.63,5.708956056,13.45289508,25.76766967,2.46,51.00778467,26.41032157,NA,NA
F4,NSD,male,21,2.57,6.897910562,5.266193895,17.4168063,2.47,51.29435779,27.80176861,NA,NA
F4,NSD,male,22,2.54,7.201035001,10.472955,16.39209423,2.36,43.25635394,26.44697196,NA,NA
F4,NSD,male,23,2.69,8.035219368,9.677762751,11.29055339,2.4,61.40737785,26.40379608,NA,NA
F4,NSD,male,24,2.51,7.529104773,5.963839478,18.3674213,2.31,40.61563528,24.10423667,NA,NA
F4,NSD,male,25,2.51,8.792309899,12.71667906,15.02670477,2.58,46.97633967,28.49727368,NA,NA
F4,NSD,male,26,2.55,6.434034352,13.62093807,19.20727257,2.7,71.82232239,32.00786782,NA,NA
F4,NSD,male,27,2.47,7.510835148,10.91040028,18.12159334,2.47,68.19929774,28.30472702,NA,NA
F4,NSD,male,28,2.42,6.10724077,8.871599638,16.25442097,2.72,71.30476225,31.94416767,NA,NA
F4,NSD,male,29,2.45,8.611084511,13.40638955,18.31731711,2.59,55.06223286,31.35936004,NA,NA
F4,NSD,male,30,2.51,9.436978679,14.78245561,20.34515306,2.49,34.21841877,26.65575721,NA,NA
F4,NSD,male,31,2.33,6.542573519,11.52575808,13.70728877,2.67,35.98902464,21.98666663,NA,NA
F4,NSD,male,32,2.55,6.758739955,9.199909106,22.43330147,2.38,44.35645989,24.70497565,NA,NA
F4,NSD,male,33,2.53,6.941362206,11.06669892,19.15618824,2.53,40.41405519,28.11375652,NA,NA
F4,NSD,male,34,2.55,9.266157396,12.82766725,11.84772167,2.43,55.09364989,23.86570739,NA,NA
F4,NSD,male,35,2.57,7.97942309,15.17843813,20.95193357,2.41,63.09456108,24.16181035,NA,NA
F4,NSD,male,36,2.47,8.128631981,11.99522527,19.29975835,2.61,46.04525845,28.66977133,NA,NA
F4,NSD,male,37,2.37,6.512533775,10.95090706,11.19787571,2.28,55.12208144,23.44022551,NA,NA
F4,NSD,male,38,2.41,7.854629751,12.51939835,17.28365746,2.44,48.37055013,25.33960334,NA,NA
F4,NSD,male,39,2.47,9.354099922,12.87033338,16.68937857,2.57,56.75558199,26.76905075,NA,NA
F4,NSD,male,40,2.56,10.03999018,13.16132863,17.74979097,2.52,12.42505773,17.51280611,NA,NA
F4,NSD,male,41,2.58,6.15465582,7.30727867,14.00384492,2.65,54.09942008,29.13934262,NA,NA
F4,NSD,male,42,2.38,4.997867769,9.472504737,12.3481801,2.62,24.50973604,24.55569165,NA,NA
F4,NSD,male,43,2.47,6.587589059,9.529703708,21.68363086,2.72,22.64577807,23.97988601,NA,NA
F4,NSD,male,44,2.5,9.337639285,7.574802083,10.89676289,2.66,43.17582002,26.98225676,NA,NA
F4,NSD,female,1,3.73,11.53246705,18.83032685,33.51536855,3.85,37.6993499,69.95915039,1.02,73
F4,NSD,female,2,3.46,7.776000144,17.54411427,32.60253344,3.49,60.53708061,44.12251954,1.34,151
F4,NSD,female,3,3.67,12.30759933,18.30000283,39.22091498,3.48,81.81892307,64.83498796,0.92,19
F4,NSD,female,4,3.3,11.62747322,15.99697197,16.23363493,3.81,89.08928862,75.51796962,1.37,125
F4,NSD,female,5,3.73,8.778742481,19.98571685,28.93066523,3.62,117.9379435,65.25488034,0.98,70
F4,NSD,female,6,3.54,10.74610048,17.74826981,28.12257834,3.62,63.56180021,68.30345764,1.21,91
F4,NSD,female,7,3.75,11.61690783,14.83135291,34.1389719,3.74,39.79284126,67.68084251,0.93,0
F4,NSD,female,8,3.47,8.84554121,14.17465877,24.48694369,3.76,47.68286651,83.51449918,1.33,229
F4,NSD,female,9,3.54,6.516614769,17.25197835,38.65678999,3.91,58.99705955,103.9387426,1.2,203
F4,NSD,female,10,3.65,10.5034882,22.52056245,41.69137628,3.63,49.54367721,65.39731723,1.25,139
F4,NSD,female,11,3.42,9.403008906,19.36803471,22.21479064,3.39,47.52890083,45.77904612,1.24,112
F4,NSD,female,12,3.57,9.490550148,14.05130184,23.8222625,3.57,57.81864824,46.4363705,1.17,119
F4,NSD,female,13,3.79,11.6843921,16.70837917,47.2053935,3.5,65.90342854,40.82548747,1.39,130
F4,NSD,female,14,3.59,9.867317223,18.32726325,34.35386879,3.82,64.128741,65.36023291,0.98,89
F4,NSD,female,15,3.4,4.333234048,6.227280655,13.40122309,3.3,60.48182497,52.29349536,1.03,46
F4,NSD,female,16,3.73,12.13084317,17.70495174,26.36595342,3.3,58.14758882,36.88605246,1.26,138
F4,NSD,female,17,3.53,10.99238407,23.71555481,28.71729938,3.55,77.63099694,67.07816129,0.97,24
F4,NSD,female,18,3.4,8.456521491,16.0957629,22.11824894,3.53,72.16514397,62.44426526,1.02,42
F4,NSD,female,19,3.44,9.523288569,19.18208522,14.83695912,3.55,59.98392681,59.08292205,1.33,223
F4,NSD,female,20,3.48,11.10754976,19.36481873,25.92081982,3.73,69.58511129,53.58095269,1.13,80
F4,NSD,female,21,3.63,9.875164894,18.37902106,26.83363695,3.62,66.88056125,48.27882126,1.17,161
F4,NSD,female,22,3.75,10.68647451,19.46711272,30.27825375,3.67,100.1581482,64.81356628,1.08,119
F4,NSD,female,23,3.59,9.312778852,15.99431001,22.3115226,3.9,75.22317303,53.5504645,1.01,23
F4,NSD,female,24,3.51,7.50038243,11.1573444,12.55122948,3.57,54.96705385,37.91969065,1.27,244
F4,NSD,female,25,3.67,12.43031005,16.00539176,30.55060321,3.51,54.19928907,40.42527895,1,50
F4,NSD,female,26,3.77,9.705908148,16.20605732,19.90162772,3.44,73.16187856,51.79472735,1.38,87
F4,NSD,female,27,3.6,9.442823071,12.13095737,18.99128145,3.6,72.36568686,52.22485392,1.17,92
F4,NSD,female,28,3.56,11.34858625,13.81264536,26.56997625,3.43,75.07348449,49.6189202,1.13,98
F4,NSD,female,29,3.7,13.18503868,12.98528005,24.76900782,3.7,124.7855791,78.4826361,1.24,164
F4,NSD,female,30,3.75,12.0729679,16.14298374,22.68157956,3.5,83.56755757,57.37027269,1.18,116
F4,NSD,female,31,3.29,5.726814463,8.442502218,13.04488035,3.67,85.08662644,49.96012349,NA,NA
F4,NSD,female,32,3.75,6.577246511,14.38406649,28.08235534,3.13,73.94925347,39.68415662,NA,NA
F4,NSD,female,33,3.82,10.94169959,19.32271723,27.03061471,3.86,108.4219973,73.23363359,NA,NA
F4,NSD,female,34,3.71,13.3779416,21.37466834,34.49487494,3.37,45.46012306,31.15603403,NA,NA
F4,NSD,female,35,3.41,9.530017249,16.82068749,28.80024758,3.47,52.72764554,41.17383296,NA,NA
F4,NSD,female,36,3.79,10.598478,16.01429669,18.65407417,3.65,99.04750497,56.98569025,NA,NA
F4,NSD,female,37,3.22,7.433315127,9.653868645,21.3223131,3.77,115.3674256,76.51709195,NA,NA
F4,NSD,female,38,3.61,9.800365392,15.31190728,29.72107824,3.7,110.7654391,68.93186432,NA,NA
F4,NSD,female,39,3.47,11.11880416,12.70062216,15.63604042,3.92,113.6118674,55.69304045,NA,NA
F4,NSD,female,40,3.54,10.04258111,14.26617494,21.42100717,3.91,108.9617744,80.40601187,NA,NA
F4,NSD,female,41,3.65,7.585844332,12.61345488,22.41461439,3.9,120.896314,71.71393698,NA,NA
F4,NSD,female,42,3.64,13.99040789,14.23147691,25.07392176,3.81,122.3764916,77.32110252,NA,NA
F4,NSD,female,43,3.59,11.35735472,14.43558767,24.60582601,3.63,116.1120958,74.33005718,NA,NA
F4,NSD,female,44,3.66,8.440476436,17.92188151,34.10951286,3.98,110.6323086,65.20552898,NA,NA
F4,LSD,male,1,2.44,7.674420316,9.596089866,15.85962947,2.75,56.61126303,28.24117144,NA,NA
F4,LSD,male,2,2.58,5.139054171,9.371537742,15.23264268,2.52,51.01650551,25.77665201,NA,NA
F4,LSD,male,3,2.68,5.109411216,6.407317466,21.89007731,2.62,37.88853929,29.88863146,NA,NA
F4,LSD,male,4,2.52,5.549129992,9.297057326,17.77146685,2.35,42.57320748,26.37234488,NA,NA
F4,LSD,male,5,2.43,4.524895893,7.828004529,18.78525036,2.57,55.29817582,30.82539723,NA,NA
F4,LSD,male,6,2.45,5.766296384,17.20478905,16.50254265,2.61,39.85626489,31.63167114,NA,NA
F4,LSD,male,7,2.72,6.986590984,8.466246709,20.31115185,2.41,32.27325164,18.71134517,NA,NA
F4,LSD,male,8,2.64,5.084276289,9.187367989,13.47985174,2.38,40.26333987,25.6761938,NA,NA
F4,LSD,male,9,2.68,6.740254607,15.80903132,12.72113497,2.3,41.64331587,27.40951466,NA,NA
F4,LSD,male,10,2.52,7.320245953,11.2520841,21.51121103,2.54,48.89468528,28.31341195,NA,NA
F4,LSD,male,11,2.51,6.701137131,11.21594187,18.01961407,2.72,69.81661259,32.60573575,NA,NA
F4,LSD,male,12,2.56,8.126083274,12.07325103,20.05465642,2.52,54.04480249,32.20048695,NA,NA
F4,LSD,male,13,2.57,9.009898618,10.78401787,23.27246765,2.71,66.62218612,29.86133444,NA,NA
F4,LSD,male,14,2.46,6.674907326,10.17713138,19.00939107,2.77,69.35750205,36.73088632,NA,NA
F4,LSD,male,15,2.57,7.36844628,13.4654123,19.53463839,2.59,34.6265241,24.15772711,NA,NA
F4,LSD,male,16,2.55,6.31170604,10.5330824,15.71119447,2.62,26.46957532,22.21154395,NA,NA
F4,LSD,male,17,2.45,6.897952652,12.41401517,20.14048614,2.49,25.87037407,22.66010983,NA,NA
F4,LSD,male,18,2.56,6.186184043,7.456575778,15.25684566,2.67,67.58042823,32.45684283,NA,NA
F4,LSD,male,19,2.56,6.458209689,13.02410855,21.30713042,2.69,55.01961704,28.69159426,NA,NA
F4,LSD,male,20,2.76,7.024379846,9.879464198,21.3425234,2.62,49.29178104,30.46747525,NA,NA
F4,LSD,male,21,2.66,5.561148345,8.847360597,16.41130295,2.65,61.56736869,29.49678394,NA,NA
F4,LSD,male,22,2.42,7.298140805,10.40666652,15.77631805,2.66,42.67841539,25.0324071,NA,NA
F4,LSD,male,23,2.56,8.825926791,11.78387388,9.470613092,2.55,33.67759022,20.71363493,NA,NA
F4,LSD,male,24,2.49,6.978825105,9.015715194,18.20381339,2.38,39.72975927,23.67361141,NA,NA
F4,LSD,male,25,2.53,8.674965618,5.757859337,11.40397495,2.33,60.17486743,26.20197622,NA,NA
F4,LSD,male,26,2.62,5.771014577,14.17700521,16.25094969,2.67,60.17557043,26.00763014,NA,NA
F4,LSD,male,27,2.42,6.785426856,6.934010084,14.07345808,2.59,57.2511465,27.52871292,NA,NA
F4,LSD,male,28,2.51,7.820471559,12.34312084,14.70186924,2.59,65.08518798,26.66627288,NA,NA
F4,LSD,male,29,2.55,8.476103785,13.24764642,16.54063724,2.54,56.15328303,24.20649085,NA,NA
F4,LSD,male,30,2.46,3.946866846,9.513168158,11.37528905,2.65,58.99883986,31.74901348,NA,NA
F4,LSD,male,31,2.48,9.96489049,12.47701259,14.55376612,2.62,26.36580587,18.79795956,NA,NA
F4,LSD,male,32,2.64,8.643608515,9.202306039,24.8581624,2.41,51.50834197,26.16569509,NA,NA
F4,LSD,male,33,2.45,6.57624351,10.79521044,19.28520666,2.67,56.37143705,27.39651348,NA,NA
F4,LSD,male,34,2.58,9.511115393,11.79346735,20.33929368,2.74,14.33927416,18.07056451,NA,NA
F4,LSD,male,35,2.63,7.234276594,9.191518054,10.93733641,2.44,2.173645494,13.6842563,NA,NA
F4,LSD,male,36,2.49,9.351201415,10.54421118,21.17180929,2.54,55.78934966,21.31772163,NA,NA
F4,LSD,male,37,2.55,8.787685493,13.90364415,10.22367336,2.74,63.51055111,29.05343098,NA,NA
F4,LSD,male,38,2.54,5.439403101,8.75073236,10.66517003,2.65,63.66861037,30.04930711,NA,NA
F4,LSD,male,39,2.65,8.7793989,12.49404023,14.94150177,2.52,77.33795692,25.47263699,NA,NA
F4,LSD,male,40,2.49,6.508758952,10.19455386,16.2229009,2.21,53.65246136,23.31467244,NA,NA
F4,LSD,male,41,2.51,6.657443639,6.292409157,16.16724266,2.64,75.66449258,62.00887369,NA,NA
F4,LSD,male,42,2.57,7.809376153,13.39203441,21.32142286,2.62,59.63126481,31.06874384,NA,NA
