Generation,Treatment,Sex,SampleNo,Sugar.Weight,Glucose,Trehalose,Glycogen,Fat.Weight,TAG,DAG,Fit.Weight,Fitness
F1,LSD,female,21,3.74,19.8038,21.4393,32.8652,3.73,99.09261231,41.46234174,1,61
F1,LSD,female,22,3.61,14.2519,10.3156,34.4535,3.37,101.0108647,40.50463727,1.34,85
F1,LSD,female,23,3.63,14.8707,9.3175,18.0423,3.51,78.5930467,65.93911946,1.07,109
F1,LSD,female,24,3.42,14.7063,6.4394,13.9991,3.78,123.3731965,43.04202997,1.33,72
F1,LSD,female,25,3.6,19.4737,10.3447,23.2471,3.2,36.79318276,32.0933958,1.08,89
F1,LSD,female,26,3.61,12.7455,8.7417,28.9994,3.74,118.8800363,53.76580719,1.1,32
F1,LSD,female,27,3.82,9.9687,8.2212,20.774,3.85,89.26502944,60.96016351,1.23,135
F1,LSD,female,28,3.87,7.8935,5.2983,15.0096,3.7,49.33020781,37.90450032,1.18,0
F1,LSD,female,29,3.59,8.5923,9.2171,11.824,3.41,109.0073276,51.45366881,1.15,117
F1,LSD,female,30,3.63,12.7559,12.7245,17.7909,3.43,32.74811,82.24967134,1.37,102
F1,LSD,female,31,3.63,10.4412,11.2348,17.2278,3.55,85.39683026,322.7269546,NA,NA
F1,LSD,female,32,3.76,12.1962,6.7512,10.8787,3.75,111.0955706,57.1200233,NA,NA
F1,LSD,female,33,3.75,12.0328,10.6916,15.8162,3.5,94.20877446,77.79909581,NA,NA
F1,HSD,male,1,2.61,6.0765,6.2683,8.7049,2.54,36.29696526,14.43531548,NA,NA
F1,HSD,male,2,2.62,7.0842,8.7148,24.9628,2.41,46.61691372,27.55111263,NA,NA
F1,HSD,male,3,2.53,7.4576,10.3166,17.4443,2.6,33.18357426,34.23538369,NA,NA
F1,HSD,male,4,2.56,5.095,12.4687,8.6257,2.61,44.1754078,37.03800803,NA,NA
F1,HSD,male,5,2.48,3.0754,12.2149,19.9096,2.5,59.18344264,48.63377905,NA,NA
F1,HSD,male,6,2.57,4.7327,8.8232,12.5523,2.49,32.97499914,27.90724043,NA,NA
F1,HSD,male,7,2.5,5.5774,17.4856,13.6817,2.51,47.04064088,41.58154073,NA,NA
F1,HSD,male,8,2.38,7.1125,11.9023,11.7059,2.43,44.2619717,31.77827947,NA,NA
F1,HSD,male,9,2.42,7.5879,7.308,10.9825,2.38,26.99205527,24.42270099,NA,NA
F1,HSD,male,10,2.56,7.3111,8.6778,13.4588,2.51,34.23554688,66.91413874,NA,NA
F1,HSD,male,11,2.5,8.0472,13.1744,13.8726,2.45,35.75041629,31.96860069,NA,NA
F1,HSD,male,12,2.56,5.2624,4.9614,11.0996,2.57,38.32991837,37.52119254,NA,NA
F1,HSD,male,13,2.51,8.3048,15.3867,15.214,2.71,27.77847728,30.38879578,NA,NA
F1,HSD,male,14,2.61,6.7865,9.2764,29.0708,2.62,18.51229007,71.7909852,NA,NA
F1,HSD,male,15,2.48,9.8996,15.1126,21.6466,2.62,46.46341903,46.95722026,NA,NA
F1,HSD,male,16,2.47,4.4904,1.8075,18.4906,2.56,27.80221917,32.39133458,NA,NA
F1,HSD,male,17,2.52,6.9603,3.9036,12.7786,2.57,27.38311647,32.31112913,NA,NA
F1,HSD,male,18,2.63,8.5052,3.556,27.673,2.69,41.4774269,19.74089924,NA,NA
F1,HSD,male,19,2.53,9.1599,18.8479,28.5486,2.64,46.29928327,18.9657716,NA,NA
F1,HSD,male,20,2.49,6.0391,8.5219,13.6132,2.72,59.15083667,19.35753963,NA,NA
F1,HSD,male,21,2.51,7.6837,9.9048,15.4043,2.6,23.30141836,17.09673474,NA,NA
F1,HSD,male,22,2.5,7.9967,11.0812,23.7675,2.9,29.84067644,12.64256234,NA,NA
F1,HSD,male,23,2.55,6.5185,9.5833,8.9065,2.7,39.72495489,13.59990854,NA,NA
F1,HSD,male,24,2.5,8.1199,9.0845,14.5746,2.62,31.5453386,13.3579509,NA,NA
F1,HSD,male,25,2.5,6.4277,9.186,3.1212,2.68,44.95001542,17.59969989,NA,NA
F1,HSD,male,26,2.46,11.0321,8.1473,11.4821,2.62,51.55878253,16.18207721,NA,NA
F1,HSD,male,27,2.36,2.6223,7.1639,7.5037,2.7,31.82583104,16.5709186,NA,NA
F1,HSD,male,28,2.36,4.5363,6.6424,2.4721,2.66,56.02009532,19.59880123,NA,NA
F1,HSD,male,29,2.46,6.6605,7.2168,12.3735,2.72,40.65954493,23.11843851,NA,NA
F1,HSD,male,30,2.53,6.0314,11.3473,10.5447,2.6,25.43828137,15.70078968,NA,NA
F1,HSD,male,31,2.46,6.2973,8.0594,7.5978,2.64,49.30089252,20.70005597,NA,NA
F1,HSD,male,32,2.46,5.8963,7.2888,4.2704,2.65,44.15091904,22.34965354,NA,NA
F1,HSD,male,33,2.5,6.726,5.682,9.2785,2.69,49.9459514,22.15293951,NA,NA
F1,HSD,female,1,3.61,8.9276,12.6184,19.5635,3.74,34.90363036,13.21555466,1.13,116
F1,HSD,female,2,3.64,13.1955,19.1081,34.9421,3.69,49.83586367,39.07090675,1.27,186
F1,HSD,female,3,3.73,11.4434,19.618,45.84,3.75,88.02706658,34.45489019,1.11,158
F1,HSD,female,4,3.53,9.5245,10.6826,18.4807,3.61,61.86711917,24.32870525,1.25,148
F1,HSD,female,5,3.65,8.7257,21.5122,28.7179,3.63,65.23673882,27.51868379,1.14,128
F1,HSD,female,6,3.53,12.5207,22.1755,34.3431,3.67,62.59646454,26.24128211,1.05,140
F1,HSD,female,7,3.91,13.7234,18.1548,31.3747,3.29,24.81946351,16.48393662,1.22,174
F1,HSD,female,8,3.5,10.146,12.251,33.6984,3.53,65.91855229,28.48442639,1.14,67
F1,HSD,female,9,3.74,14.8607,12.0952,27.8059,3.58,98.43712458,35.42512206,1.23,94
F1,HSD,female,10,3.36,9.4924,15.8248,18.1823,3.56,53.61171622,25.37043422,1.15,193
F1,HSD,female,11,3.57,8.351,10.8626,22.7616,3.35,17.8614814,13.71491781,1.17,126
F1,HSD,female,12,3.38,14.8368,18.5061,23.7985,3.47,10.3399236,60.90059086,1.2,160
F1,HSD,female,13,3.66,5.717,15.4136,31.0655,3.72,93.27246741,56.96179663,1.35,74
F1,HSD,female,14,3.69,12.6499,14.4304,41.3371,3.69,57.52267465,20.14539672,1.15,103
F1,HSD,female,15,3.49,8.7272,11.2063,24.5068,3.82,53.89659617,19.191629,1.37,157
F1,HSD,female,16,3.35,7.5932,12.6224,30.4787,3.41,43.52221985,15.30345027,1.27,162
F1,HSD,female,17,3.58,9.5685,14.9843,27.2328,3.72,62.8838401,19.96248923,1.01,0
F1,HSD,female,18,3.52,12.8761,16.4481,40.3594,3.73,54.43520673,17.42184227,1.21,118
F1,HSD,female,19,3.56,10.769,7.071,26.4008,3.61,67.31656619,21.26074134,1.2,219
F1,HSD,female,20,3.56,11.2533,11.3942,32.9076,3.33,77.90448694,62.29614422,0.9,25
F1,HSD,female,21,3.65,12.2132,17.5206,37.4619,3.75,46.50013898,31.38902829,1.15,122
F1,HSD,female,22,3.61,8.9845,13.3953,36.0683,3.51,42.60182595,19.46401724,1.14,48
F1,HSD,female,23,3.68,10.6059,6.5416,20.1156,3.52,43.77517923,19.30106629,1.09,21
F1,HSD,female,24,3.41,11.1926,19.7038,18.6508,3.72,66.01621829,22.43975619,1.22,66
F1,HSD,female,25,3.67,9.1858,13.487,33.1165,3.7,48.47278312,75.1065724,1.25,60
F1,HSD,female,26,3.76,7.9248,9.0153,29.1752,3.55,70.60480227,21.64492671,0.91,26
F1,HSD,female,27,3.49,8.3494,9.7385,21.3629,3.89,116.9739598,41.43047408,1.16,79
F1,HSD,female,28,3.58,11.353,4.3184,18.6144,3.31,48.05933741,282.9182393,1.23,124
F1,HSD,female,29,3.48,5.8672,4.5493,7.2347,3.59,79.3193577,49.15460437,1.19,59
F1,HSD,female,30,3.63,9.2199,10.2334,24.1832,3.68,32.86263361,21.75472452,0.65,86
F1,HSD,female,31,3.36,9.8397,11.458,13.7527,3.78,40.57151622,25.75247969,NA,NA
F1,HSD,female,32,3.67,13.2944,17.3188,28.5923,3.55,53.58398897,18.53771162,NA,NA
F1,HSD,female,33,3.49,5.2962,6.6906,10.1271,3.78,94.75276137,27.25092088,NA,NA
F1,CD,male,1,2.64,6.2249,7.1626,24.0616,2.51,24.91613556,12.29112354,NA,NA
F1,CD,male,2,2.66,7.031,6.4188,17.5634,2.7,40.93685295,26.6340353,NA,NA
F1,CD,male,3,2.5,6.0136,7.9468,20.3595,2.67,21.50476958,42.31531099,NA,NA
F1,CD,male,4,2.25,5.2909,12.9375,19.9595,2.53,23.69062903,26.45797885,NA,NA
F1,CD,male,5,2.56,6.9913,9.5031,23.7097,2.42,17.11855523,36.39273776,NA,NA
F1,CD,male,6,2.63,9.2255,17.4305,27.3173,2.84,29.96732727,29.05355217,NA,NA
F1,CD,male,7,2.47,7.7936,8.5484,23.9367,2.52,26.05106519,36.87426682,NA,NA
F1,CD,male,8,2.52,6.8211,9.7111,17.8909,2.75,27.61422505,60.50750912,NA,NA
F1,CD,male,9,2.46,8.8768,12.4414,20.5216,2.58,29.58350338,39.86944787,NA,NA
F1,CD,male,10,2.48,7.2762,7.2967,15.3208,2.58,38.15501213,32.32966455,NA,NA
F1,CD,male,11,2.57,9.2334,7.5953,29.4427,2.71,45.71932689,30.60715234,NA,NA
F1,CD,male,12,2.54,8.3496,14.5268,21.1673,2.77,52.40425672,36.41539907,NA,NA
F1,CD,male,13,2.67,6.3309,2.4508,18.8647,2.72,39.79011553,36.89641435,NA,NA
F1,CD,male,14,2.69,6.2135,11.6774,24.4833,2.76,35.76039227,26.57073537,NA,NA
F1,CD,male,15,2.49,7.8425,2.0633,15.3272,2.5,46.2698664,49.85827638,NA,NA
F1,CD,male,16,2.55,5.299,15.628,25.2305,2.53,42.41098774,58.48381378,NA,NA
F1,CD,male,17,2.68,8.7527,12.3054,25.272,2.65,64.33843818,61.80538389,NA,NA
F1,CD,male,18,2.62,7.8433,5.9596,14.011,2.67,60.9705274,21.69716923,NA,NA
F1,CD,male,19,2.48,6.5899,7.31,11.6221,2.62,30.24059885,17.67981556,NA,NA
F1,CD,male,20,2.63,8.067,5.6681,18.7293,2.75,33.37063962,20.11211919,NA,NA
F1,CD,male,21,2.55,6.9719,13.3124,15.8899,2.82,49.17745684,23.57011495,NA,NA
F1,CD,male,22,2.51,6.613,14.5509,15.3083,2.44,28.80796812,25.35718016,NA,NA
F1,CD,male,23,2.57,7.0057,7.2326,11.6637,2.8,63.10505355,27.07875457,NA,NA
F1,CD,male,24,2.51,10.0885,13.2704,10.9638,2.55,71.3547948,20.55576898,NA,NA
F1,CD,male,25,2.44,6.9844,5.3144,11.9366,2.58,57.90895205,21.21013898,NA,NA
F1,CD,male,26,2.65,3.9287,1.6023,14.035,2.82,53.54575308,26.0931675,NA,NA
F1,CD,male,27,2.49,8.5198,2.5336,5.1501,2.56,69.43687683,17.75146695,NA,NA
F1,CD,male,28,2.64,6.3911,6.7016,5.4151,2.6,61.3123414,25.10844695,NA,NA
F1,CD,male,29,2.62,6.7512,9.7938,5.8424,2.81,57.31138228,31.73206727,NA,NA
F1,CD,male,30,2.64,6.4894,5.9514,9.5245,2.64,65.83586178,35.54584837,NA,NA
F1,CD,male,31,2.49,7.2721,8.0031,9.3099,2.49,49.42994808,37.3754208,NA,NA
F1,CD,male,32,2.61,7.7891,13.9581,11.5259,2.8,71.06161674,29.23590706,NA,NA
F1,CD,male,33,2.64,7.4179,6.4587,12.6465,2.63,79.9990821,57.46806931,NA,NA
F1,CD,female,1,3.57,10.4677,14.1104,19.9446,3.88,46.40209887,12.03670391,1.08,5
F1,CD,female,2,3.63,13.0126,16.3107,31.9034,3.46,27.39238689,14.05420914,1.31,84
F1,CD,female,3,3.7,13.0767,17.4521,27.3061,3.44,32.89362394,20.28815153,1.23,169
F1,CD,female,4,3.46,10.0245,15.738,17.7372,3.78,51.05769163,22.17442676,1.26,176
F1,CD,female,5,3.49,9.9779,13.8993,18.3186,3.33,55.45490027,21.03433913,1.4,145
F1,CD,female,6,3.47,10.7048,16.2474,31.2458,3.54,64.64968111,55.00529243,1.04,30
F1,CD,female,7,3.54,13.8554,11.8061,21.1147,3.73,74.60071099,28.75922411,1.07,14
F1,CD,female,8,3.69,9.3694,11.1176,15.1086,3.72,82.34514035,27.95073366,0.93,1
F1,CD,female,9,3.27,9.5779,12.7465,18.1147,3.72,103.2872741,39.62081012,1.34,129
F1,CD,female,10,3.37,10.565,26.0497,28.5022,3.52,84.60355717,25.59865225,1.37,115
F1,CD,female,11,3.5,11.3396,14.5577,17.5472,3.48,70.13227416,26.34817893,1.19,71
F1,CD,female,12,3.6,6.008,2.3789,10.1856,3.86,104.6554669,29.2207617,1.4,86
F1,CD,female,13,3.7,7.019,4.0626,17.659,3.61,112.3246282,53.42076567,1.32,142
F1,CD,female,14,3.93,15.5886,5.6783,26.4355,3.66,69.98664021,26.95124056,1,87
F1,CD,female,15,3.47,13.0094,20.2526,40.9121,3.83,68.60814795,24.29619261,1.3,142
F1,CD,female,16,3.56,14.1629,12.3647,24.1646,3.44,40.55930486,21.60866987,1.12,91
F1,CD,female,17,3.63,6.7961,20.4799,19.7028,3.4,82.75028964,29.98805773,1.2,172
F1,CD,female,18,3.42,14.7569,20.326,32.6432,3.7,36.95652035,15.8152464,1.42,68
F1,CD,female,19,3.71,8.3251,20.6428,30.6772,3.78,42.20051878,21.01595654,0.96,27
F1,CD,female,20,3.48,8.6721,15.7415,31.8729,4,52.32417861,24.76890656,0.85,0
F1,CD,female,21,3.52,9.6155,22.0121,15.7225,4.15,52.25843487,25.34274715,1.22,81
F1,CD,female,22,3.47,8.4032,9.0795,20.1612,3.5,38.16674355,20.31100764,1.26,226
F1,CD,female,23,3.44,5.6293,9.7588,8.2385,3.75,59.92941075,26.72220768,1.14,69
F1,CD,female,24,3.46,9.4766,10.9081,14.8724,3.6,59.12837602,23.59607634,0.92,0
F1,CD,female,25,3.54,11.8622,16.2535,17.04,3.44,40.74384305,19.79623132,1.17,78
F1,CD,female,26,3.49,8.4771,11.6818,15.6787,3.43,40.77344263,22.60722299,1.24,155
F1,CD,female,27,3.66,10.3269,8.9955,13.481,3.38,51.81278997,22.01274963,1.18,32
F1,CD,female,28,3.31,8.4061,0,5.036,3.68,77.05417428,30.09444564,1.04,104
F1,CD,female,29,3.55,8.7809,7.9964,10.4935,3.66,58.06363518,25.72984391,1.23,28
F1,CD,female,30,3.44,13.2917,6.8658,12.5546,3.58,53.40610439,24.93185,1.32,192
F1,CD,female,31,3.89,10.97,10.0675,34.7798,3.55,61.63939409,27.33008374,NA,NA
F1,CD,female,32,3.77,11.9704,12.7776,28.1161,3.65,75.44223788,28.4000706,NA,NA
F1,CD,female,33,3.72,13.9849,9.4342,29.9745,3.22,45.85671681,41.89189982,NA,NA
F2,NSD,male,1,2.49,8.9562,14.1928,21.6449,2.45,53.92134691,15.09955971,NA,NA
F2,NSD,male,2,2.31,5.1271,15.3614,11.3026,2.51,51.25547906,48.74689444,NA,NA
F2,NSD,male,3,2.47,7.7738,18.9126,10.3578,2.3,31.31689456,42.19717716,NA,NA
F2,NSD,male,4,2.65,6.1165,15.1998,16.8038,2.59,61.37534966,26.71135946,NA,NA
F2,NSD,male,5,2.42,5.8573,14.0538,10.3915,2.56,45.19984985,22.36132071,NA,NA
F2,NSD,male,6,2.49,5.9998,13.3542,14.1422,2.38,32.03660756,21.07279574,NA,NA
F2,NSD,male,7,2.49,7.116,9.6237,13.3657,2.46,37.29888543,26.78970681,NA,NA
F2,NSD,male,8,2.37,5.9328,15.1063,13.7127,2.36,40.54106996,32.54296631,NA,NA
F2,NSD,male,9,2.45,8.3655,17.925,14.6348,2.52,56.3407126,56.69118542,NA,NA
F2,NSD,male,10,2.51,7.7281,18.0357,23.2364,2.34,42.65719716,40.26141904,NA,NA
F2,NSD,male,11,2.53,5.7633,14.2495,13.6963,2.56,41.61275496,56.04946547,NA,NA
F2,NSD,male,12,2.44,6.7808,11.5288,6.5616,2.54,31.87917145,24.54738085,NA,NA
F2,NSD,male,13,2.53,9.9594,14.1994,11.4658,2.65,33.27042039,39.39008014,NA,NA
F2,NSD,male,14,2.41,7.9271,17.61,10.8312,2.78,66.23282219,20.59922088,NA,NA
F2,NSD,male,15,2.46,9.3919,13.4519,7.1991,2.6,52.71115207,60.31859591,NA,NA
F2,NSD,male,16,2.48,10.4125,17.2629,11.5994,2.55,45.35101026,117.5236926,NA,NA
F2,NSD,male,17,2.44,9.7336,11.3677,8.0582,2.41,56.80922196,35.19720823,NA,NA
F2,NSD,male,18,2.61,5.7734,11.2367,9.6832,2.57,29.74053545,45.00710944,NA,NA
F2,NSD,male,19,2.43,5.9073,11.9515,8.347,2.34,38.29948031,40.22379153,NA,NA
F2,NSD,male,20,2.46,5.7378,11.9113,7.079,2.69,49.90091914,34.78616336,NA,NA
F2,NSD,male,21,2.2,7.7964,13.8255,8.0145,2.59,46.7565236,32.05444675,NA,NA
F2,NSD,male,22,2.24,6.2082,19.4629,9.097,2.45,33.33753469,32.44917216,NA,NA
F2,NSD,male,23,2.37,8.484,29.0104,22.6747,2.57,64.47600706,44.21890369,NA,NA
F2,NSD,male,24,2.4,3.753,15.6235,20.2854,2.52,79.41827247,49.93290746,NA,NA
F2,NSD,male,25,2.45,6.1011,16.5802,23.6887,2.52,25.56175113,7.831676082,NA,NA
F2,NSD,male,26,2.2,8.2673,23.5497,27.0855,2.52,33.08036932,9.086488765,NA,NA
F2,NSD,male,27,2.46,7.8485,20.6384,24.7299,2.55,92.81213082,18.99711551,NA,NA
F2,NSD,male,28,2.37,8.4797,18.5056,23.8398,2.62,110.5316761,51.26022125,NA,NA
F2,NSD,male,29,2.42,2.7426,19.6234,21.8336,2.6,79.65587669,24.22504751,NA,NA
F2,NSD,male,30,2.44,6.1475,20.7381,28.6133,2.44,34.08789596,39.73015422,NA,NA
F2,NSD,male,31,2.4,3.9715,18.8004,25.7422,2.7,62.59060791,46.34346194,NA,NA
F2,NSD,male,32,2.49,4.9699,20.3978,26.1803,2.45,55.96876978,56.61547972,NA,NA
F2,NSD,male,33,2.6,3.6536,20.6611,25.0948,2.61,57.52927996,83.82573433,NA,NA
F2,NSD,female,1,3.67,7.2228,13.1505,15.6929,3.34,39.10329287,12.9149147,1.13,115
F2,NSD,female,2,3.23,6.1196,20.6121,31.7219,3.34,45.07729198,17.28104822,1.13,134
F2,NSD,female,3,3.27,9.4087,17.0347,24.7617,3.58,60.7148177,24.82757019,1.13,191
F2,NSD,female,4,3.33,9.3499,18.5127,36.9336,3.93,74.4313968,35.01367458,1.26,67
F2,NSD,female,5,3.45,8.2306,19.6084,29.3099,3.71,55.73475472,24.86725518,0.98,15
F2,NSD,female,6,3.72,6.6323,19.1722,22.5739,3.09,29.88202512,17.12853115,1.35,144
F2,NSD,female,7,3.92,7.8487,21.9382,17.7615,3.97,67.34975729,34.38269136,1.1,62
F2,NSD,female,8,3.43,7.8257,21.5682,42.4396,3.95,50.85873829,21.81709339,1.27,109
F2,NSD,female,9,3.6,7.7946,12.5669,17.3959,3.62,62.95671429,24.18054083,1.03,78
F2,NSD,female,10,3.64,7.1597,18.3974,21.3408,3.75,36.53511727,17.20057969,1.29,126
F2,NSD,female,11,3.64,9.5385,23.2023,33.0557,3.67,91.50058916,33.16011007,1.2,134
F2,NSD,female,12,3.59,10.3976,20.9385,27.1645,3.23,70.01138513,36.90722402,1.28,81
F2,NSD,female,13,3.38,12.7258,12.6716,20.9093,3.58,91.06756874,40.11009154,1.03,75
F2,NSD,female,14,3.51,8.115,18.0161,18.2877,3.72,71.22406459,38.5565821,1.41,167
F2,NSD,female,15,3.29,11.455,22.4593,19.9977,3.58,58.37407791,27.40301511,0.92,97
F2,NSD,female,16,3.29,7.4979,19.9919,11.2949,3.89,90.0804955,34.38216459,1.24,99
F2,NSD,female,17,3.39,10.4872,30.6118,33.6554,3.72,66.50126608,28.97236149,1.13,180
F2,NSD,female,18,3.24,11.1245,36.3756,39.36,3.47,50.68598979,25.21348723,1.33,140
F2,NSD,female,19,3.55,10.9704,37.8251,21.1357,3.25,78.8310802,31.054406,0.98,25
F2,NSD,female,20,3.57,7.6785,34.2121,13.4253,3.66,100.4695522,45.02965594,1.13,79
F2,NSD,female,21,3.6,12.4404,18.5087,26.9995,3.46,47.80944762,25.31441077,0.75,9
F2,NSD,female,22,3.69,11.3798,31.811,43.9289,3.68,49.3845446,25.0853859,1.01,5
F2,NSD,female,23,3.39,7.5269,35.3769,36.1783,3.87,27.66405394,46.71084422,0.96,0
F2,NSD,female,24,3.32,4.0461,19.9529,25.1753,3.86,34.14432672,35.77648949,1.15,50
F2,NSD,female,25,3.64,3.0415,17.8584,20.6859,3.71,30.00375078,24.49316049,1.27,109
F2,NSD,female,26,3.37,4.4328,26.421,19.2497,3.4,122.5950977,40.69145029,1.24,65
F2,NSD,female,27,3.4,4.4607,19.3047,26.8248,3.69,54.06461037,60.76593405,1.13,48
F2,NSD,female,28,3.61,6.1474,25.4357,29.7947,3.73,87.26018428,30.30159476,1.25,115
F2,NSD,female,29,3.65,5.4737,15.5939,19.1284,3.88,102.5605871,35.70454223,1.31,181
F2,NSD,female,30,3.56,7.7878,33.8744,33.7711,3.48,68.9254742,26.19725755,1.35,27
F2,NSD,female,31,3.66,6.9924,19.9209,18.9094,3.56,104.273693,24.89150411,NA,NA
F2,NSD,female,32,3.47,8.6509,26.0752,31.344,3.32,68.47936085,27.41414854,NA,NA
F2,NSD,female,33,3.6,3.607,24.7896,34.9142,3.28,96.34740733,31.05091372,NA,NA
F2,LSD,male,1,2.42,7.1634,15.0889,18.5675,2.57,46.6075809,508.3361614,NA,NA
F2,LSD,male,2,2.53,5.199,5.2383,10.8914,2.46,38.40427759,37.92014342,NA,NA
F2,LSD,male,3,2.35,5.0604,12.222,10.3416,2.63,58.69541931,49.936904,NA,NA
F2,LSD,male,4,2.33,6.5182,19.4645,22.2698,2.41,46.64734733,45.38543662,NA,NA
F2,LSD,male,5,2.14,7.2232,13.9174,9.8356,2.5,53.98811022,76.30860567,NA,NA
F2,LSD,male,6,2.47,6.3486,17.9859,12.1042,2.27,38.66683675,102.7504303,NA,NA
F2,LSD,male,7,2.42,7.011,16.1162,11.7385,2.57,96.78810752,163.607312,NA,NA
F2,LSD,male,8,2.34,7.5385,19.2794,11.9179,2.41,51.55970261,78.58948881,NA,NA
F2,LSD,male,9,2.37,6.5732,14.2947,14.8798,2.34,15.56734908,133.2554328,NA,NA
F2,LSD,male,10,2.45,6.4985,18.9878,6.5928,2.27,111.7002006,112.8413883,NA,NA
F2,LSD,male,11,2.46,4.5577,10.3266,9.8168,2.66,48.57694233,380.0969556,NA,NA
F2,LSD,male,12,2.55,7.0149,12.7604,6.7282,2.66,71.29285022,73.77931601,NA,NA
F2,LSD,male,13,2.56,6.5339,12.2061,5.9928,2.62,36.87242026,763.0893945,NA,NA
F2,LSD,male,14,2.38,9.8021,12.2261,10.593,2.45,49.46817186,224.3154764,NA,NA
F2,LSD,male,15,2.44,7.9906,12.0133,5.5478,2.7,88.58933294,67.3853411,NA,NA
F2,LSD,male,16,2.47,9.583,15.2621,8.5821,2.51,47.73298078,285.4691602,NA,NA
F2,LSD,male,17,2.51,7.0801,17.7376,10.3762,2.36,80.2432634,111.9392193,NA,NA
F2,LSD,male,18,2.34,9.5461,15.694,6.5553,2.49,61.64255748,270.9995478,NA,NA
F2,LSD,male,19,2.74,9.3017,16.667,13.1688,2.6,90.94911985,78.74741291,NA,NA
F2,LSD,male,20,2.58,8.7604,12.1053,9.0732,2.54,70.81858749,244.6485441,NA,NA
F2,LSD,male,21,2.32,10.6796,13.9333,3.8957,2.92,110.6746517,90.03313183,NA,NA
F2,LSD,male,22,2.38,10.0089,4.9752,4.5058,2.86,131.2285284,77.27135838,NA,NA
F2,LSD,male,23,2.38,5.2101,20.7958,18.1354,2.56,47.62395707,50.90370781,NA,NA
F2,LSD,male,24,2.45,3.6834,21.6111,23.907,2.73,71.45949633,54.05561416,NA,NA
F2,LSD,male,25,2.41,7.6564,21.6132,19.864,2.59,91.68292179,69.84653658,NA,NA
F2,LSD,male,26,2.58,8.6852,21.309,25.6576,2.61,101.6781294,36.10012145,NA,NA
F2,LSD,male,27,2.3,6.611,23.3703,22.386,2.39,108.4871768,72.58455584,NA,NA
F2,LSD,male,28,2.61,4.8163,22.4653,23.6848,2.55,99.7696202,51.31703234,NA,NA
F2,LSD,male,29,2.4,6.7099,20.8785,18.5816,2.57,49.00504822,30.84085371,NA,NA
F2,LSD,male,30,2.52,7.7658,20.1402,22.5986,2.52,99.17446906,40.81290775,NA,NA
F2,LSD,male,31,2.57,8.9645,26.7122,24.4987,2.82,85.5667584,32.45736885,NA,NA
F2,LSD,male,32,2.95,6.2357,20.1621,20.2328,2.61,104.2588857,80.4116178,NA,NA
F2,LSD,male,33,2.53,3.8669,19.6661,23.273,2.81,82.29891188,37.34739159,NA,NA
F2,LSD,female,1,3.56,6.5968,20.3806,20.632,3.75,55.00890808,17.97209828,1.27,100
F2,LSD,female,2,3.62,8.5159,23.4955,16.6954,3.55,44.66541908,19.79584772,1.22,149
F2,LSD,female,3,3.65,7.9393,15.6844,20.0949,3.88,52.87514575,11.46948434,1.28,83
F2,LSD,female,4,3.27,7.8205,20.9004,35.8358,3.65,49.94914143,10.79516147,1.17,185
F2,LSD,female,5,3.33,10.3144,24.0014,26.4373,3.69,36.38296369,8.519996601,1.22,144
F2,LSD,female,6,3.44,9.3586,10.5383,16.777,3.53,64.49268204,25.15556172,1.36,139
F2,LSD,female,7,3.4,11.1381,25.9205,18.6748,3.64,55.07570475,23.47504029,1.38,167
F2,LSD,female,8,3.41,9.2677,24.3512,12.2895,3.51,36.27959141,17.0611922,1.27,56
F2,LSD,female,9,3.12,9.6691,19.334,13.7962,3.91,82.33608851,26.20886121,1.34,104
F2,LSD,female,10,3.81,8.9116,30.031,13.6224,3.69,61.75613864,21.34842657,1.21,96
F2,LSD,female,11,3.29,10.6739,31.9421,22.9605,3.62,66.5947153,22.89808905,0.9,14
F2,LSD,female,12,3.49,4.2739,10.8199,8.7645,3.38,41.89172347,16.89751403,1.06,65
F2,LSD,female,13,3.57,11.3435,22.9128,18.2179,3.5,36.70822902,13.90306902,1.35,146
F2,LSD,female,14,3.39,7.8452,14.5082,8.5344,3.74,42.86258437,14.93522502,1.34,70
F2,LSD,female,15,3.5,7.585,17.5237,10.7713,3.54,46.48983997,19.98234654,1.03,49
F2,LSD,female,16,3.69,13.8069,30.3823,20.3101,3.91,47.38034816,20.35972683,1.26,73
F2,LSD,female,17,3.6,7.857,20.0368,12.6739,3.73,54.51100592,16.20842956,1.21,94
F2,LSD,female,18,3.5,8.1698,17.8188,10.2511,3.93,65.5069329,19.71386991,1.23,42
F2,LSD,female,19,3.61,5.4887,10.871,8.8292,3.55,60.32737591,116.7246779,1.37,143
F2,LSD,female,20,3.36,7.9217,17.4959,11.9397,3.59,101.1116588,31.17603402,1.2,6
F2,LSD,female,21,3.6,7.2033,13.6641,5.4301,3.55,63.56421769,47.83074537,1.3,94
F2,LSD,female,22,3.4,5.5171,10.3435,6.3096,3.71,63.20640889,57.02520338,1.37,98
F2,LSD,female,23,3.45,7.3053,23.3383,23.7245,3.81,46.50837247,87.29748574,1.31,86
F2,LSD,female,24,3.64,10.6841,33.7044,37.0236,3.79,82.90809866,90.42686854,1.24,168
F2,LSD,female,25,3.45,7.9896,25.4845,25.4222,3.71,41.5191513,66.15011054,0.97,2
F2,LSD,female,26,3.44,1.9798,24.0555,24.2559,3.91,65.16755935,87.02295615,1.3,7
